name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_2309,2.0400000000000005,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475,2.0
