name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,min_distance_to_false
RZE__to__KAT_cand_55,-0.4800000000000001,6,11.3,2.7,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_290,-0.4800000000000001,6,11.3,14.250000000000002,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_289,-0.4800000000000001,6,11.3,14.250000000000002,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_288,-0.4800000000000001,6,11.3,14.250000000000002,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_126,-0.4800000000000001,6,11.3,5.850000000000001,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_273,-0.4800000000000001,6,11.3,13.2,0.3,3.5,1.0,True,1.0,1.08
RZE__to__KAT_cand_145,-0.4800000000000001,6,11.3,6.9,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_144,-0.4800000000000001,6,11.3,6.9,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_271,-0.4800000000000001,6,11.3,13.2,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_272,-0.4800000000000001,6,11.3,13.2,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_270,-0.4800000000000001,6,11.3,13.2,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_255,-0.4800000000000001,6,11.3,12.150000000000002,0.3,3.5,1.0,True,1.0,1.08
RZE__to__KAT_cand_253,-0.4800000000000001,6,11.3,12.150000000000002,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_252,-0.4800000000000001,6,11.3,12.150000000000002,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_130,-0.4800000000000001,6,11.3,5.850000000000001,0.3,3.500000000000001,1.0,True,1.0,1.08
RZE__to__KAT_cand_146,-0.4800000000000001,6,11.3,6.9,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_162,-0.4800000000000001,6,11.3,7.950000000000001,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_163,-0.4800000000000001,6,11.3,7.950000000000001,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_148,-0.4800000000000001,6,11.3,6.9,0.3,3.500000000000001,1.0,True,1.0,1.08
RZE__to__KAT_cand_164,-0.4800000000000001,6,11.3,7.950000000000001,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_236,-0.4800000000000001,6,11.3,11.1,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_254,-0.4800000000000001,6,11.3,12.150000000000002,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_181,-0.4800000000000001,6,11.3,9.000000000000002,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_235,-0.4800000000000001,6,11.3,11.1,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_234,-0.4800000000000001,6,11.3,11.1,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_180,-0.4800000000000001,6,11.3,9.000000000000002,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_166,-0.4800000000000001,6,11.3,7.950000000000001,0.3,3.500000000000001,1.0,True,1.0,1.08
RZE__to__KAT_cand_129,-0.4800000000000001,6,11.3,5.850000000000001,0.3,3.5,1.0,True,1.0,1.08
RZE__to__KAT_cand_182,-0.4800000000000001,6,11.3,9.000000000000002,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_36,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,-2.83,1.0,True,1.0,1.08
RZE__to__KAT_cand_56,-0.4800000000000001,6,11.3,2.7,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_109,-0.4800000000000001,6,11.3,4.800000000000001,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_92,-0.4800000000000001,6,11.3,3.75,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_91,-0.4800000000000001,6,11.3,3.75,0.3,-0.7199999999999998,1.0,True,1.0,1.08
RZE__to__KAT_cand_38,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_110,-0.4800000000000001,6,11.3,4.800000000000001,0.3,1.3900000000000006,1.0,True,1.0,1.08
RZE__to__KAT_cand_5189,4.92,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4847,4.5600000000000005,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2705,2.4000000000000004,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3461,3.4800000000000004,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3047,2.76,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3785,3.6,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3767,3.6,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5099,4.92,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5081,4.92,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4397,4.2,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4379,4.2,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3803,3.6,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3641,3.4800000000000004,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3821,3.6,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5063,4.92,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3155,3.120000000000001,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3857,3.6,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4433,4.2,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4415,4.2,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2543,2.4000000000000004,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4883,4.5600000000000005,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3479,3.4800000000000004,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3173,3.120000000000001,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2561,2.4000000000000004,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3839,3.6,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3623,3.4800000000000004,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5045,4.92,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3011,2.76,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4469,4.2,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3191,3.120000000000001,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4451,4.2,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3029,2.76,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5027,4.92,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5009,4.92,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2579,2.4000000000000004,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3587,3.4800000000000004,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3209,3.120000000000001,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2993,2.76,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4487,4.2,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5153,4.92,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4865,4.5600000000000005,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2687,2.4000000000000004,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4253,3.84,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4505,4.2,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3227,3.120000000000001,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4271,3.84,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4217,3.84,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2975,2.76,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4541,4.2,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5135,4.92,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3497,3.4800000000000004,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2957,2.76,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3569,3.4800000000000004,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3605,3.4800000000000004,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3875,3.6,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4145,3.84,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4523,4.2,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3245,3.120000000000001,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4235,3.84,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4181,3.84,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3299,3.120000000000001,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3281,3.120000000000001,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3317,3.120000000000001,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4127,3.84,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4577,4.2,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3263,3.120000000000001,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4199,3.84,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4163,3.84,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3515,3.4800000000000004,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2669,2.4000000000000004,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4757,4.5600000000000005,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4739,4.5600000000000005,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4721,4.5600000000000005,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2597,2.4000000000000004,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4559,4.2,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4109,3.84,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3335,3.120000000000001,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4091,3.84,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4991,4.92,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3911,3.6,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2903,2.76,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2921,2.76,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2939,2.76,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3965,3.6,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2651,2.4000000000000004,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5171,4.92,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2849,2.76,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4775,4.5600000000000005,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3533,3.4800000000000004,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3929,3.6,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2633,2.4000000000000004,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2615,2.4000000000000004,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3893,3.6,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3551,3.4800000000000004,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2885,2.76,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3353,3.120000000000001,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4073,3.84,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3947,3.6,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2867,2.76,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4703,4.5600000000000005,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4685,4.5600000000000005,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_5117,4.92,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2723,2.4000000000000004,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4811,4.5600000000000005,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4793,4.5600000000000005,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2741,2.4000000000000004,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_4829,4.5600000000000005,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2435,2.0400000000000005,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_3659,3.4800000000000004,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003
RZE__to__KAT_cand_2417,2.0400000000000005,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2399,2.0400000000000005,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2255,2.0400000000000005,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2381,2.0400000000000005,6,11.3,11.1,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2363,2.0400000000000005,6,11.3,10.5,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2273,2.0400000000000005,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2345,2.0400000000000005,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2291,2.0400000000000005,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2327,2.0400000000000005,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
RZE__to__KAT_cand_2309,2.0400000000000005,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.140490597970475
