name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency
RZE__to__KAT_cand_0,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_1,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_2,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_3,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_4,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_5,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_6,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_7,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_8,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_9,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_10,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_11,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_12,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_13,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_14,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_15,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_16,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_17,-0.4800000000000001,6,11.3,-0.44999999999999973,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_18,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_19,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_20,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_21,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_22,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_23,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_24,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_25,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_26,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_27,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_28,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_29,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_30,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_31,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_32,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_33,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_34,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_35,-0.4800000000000001,6,11.3,0.6000000000000003,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_36,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_37,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_38,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_39,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_40,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_41,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_42,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_43,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_44,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_45,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_46,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_47,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_48,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_49,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_50,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_51,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_52,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_53,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_54,-0.4800000000000001,6,11.3,2.7,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_55,-0.4800000000000001,6,11.3,2.7,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_56,-0.4800000000000001,6,11.3,2.7,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_57,-0.4800000000000001,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_58,-0.4800000000000001,6,11.3,2.7,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_59,-0.4800000000000001,6,11.3,2.7,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_60,-0.4800000000000001,6,11.3,2.7,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_61,-0.4800000000000001,6,11.3,2.7,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_62,-0.4800000000000001,6,11.3,2.7,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_63,-0.4800000000000001,6,11.3,2.7,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_64,-0.4800000000000001,6,11.3,2.7,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_65,-0.4800000000000001,6,11.3,2.7,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_66,-0.4800000000000001,6,11.3,2.7,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_67,-0.4800000000000001,6,11.3,2.7,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_68,-0.4800000000000001,6,11.3,2.7,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_69,-0.4800000000000001,6,11.3,2.7,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_70,-0.4800000000000001,6,11.3,2.7,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_71,-0.4800000000000001,6,11.3,2.7,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_72,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_73,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_74,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_75,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_76,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_77,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_78,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_79,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_80,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_81,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_82,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_83,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_84,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_85,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_86,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_87,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_88,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_89,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_90,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_91,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_92,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_93,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_94,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_95,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_96,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_97,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_98,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_99,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_100,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_101,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_102,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_103,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_104,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_105,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_106,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_107,-0.4800000000000001,6,11.3,3.7500000000000004,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_108,-0.4800000000000001,6,11.3,4.800000000000001,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_109,-0.4800000000000001,6,11.3,4.800000000000001,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_110,-0.4800000000000001,6,11.3,4.800000000000001,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_111,-0.4800000000000001,6,11.3,4.800000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_112,-0.4800000000000001,6,11.3,4.800000000000001,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_113,-0.4800000000000001,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_114,-0.4800000000000001,6,11.3,4.800000000000001,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_115,-0.4800000000000001,6,11.3,4.800000000000001,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_116,-0.4800000000000001,6,11.3,4.800000000000001,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_117,-0.4800000000000001,6,11.3,4.800000000000001,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_118,-0.4800000000000001,6,11.3,4.800000000000001,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_119,-0.4800000000000001,6,11.3,4.800000000000001,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_120,-0.4800000000000001,6,11.3,4.800000000000001,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_121,-0.4800000000000001,6,11.3,4.800000000000001,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_122,-0.4800000000000001,6,11.3,4.800000000000001,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_123,-0.4800000000000001,6,11.3,4.800000000000001,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_124,-0.4800000000000001,6,11.3,4.800000000000001,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_125,-0.4800000000000001,6,11.3,4.800000000000001,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_126,-0.4800000000000001,6,11.3,5.850000000000001,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_127,-0.4800000000000001,6,11.3,5.850000000000001,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_128,-0.4800000000000001,6,11.3,5.850000000000001,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_129,-0.4800000000000001,6,11.3,5.850000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_130,-0.4800000000000001,6,11.3,5.850000000000001,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_131,-0.4800000000000001,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132,-0.4800000000000001,6,11.3,5.850000000000001,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_133,-0.4800000000000001,6,11.3,5.850000000000001,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_134,-0.4800000000000001,6,11.3,5.850000000000001,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_135,-0.4800000000000001,6,11.3,5.850000000000001,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_136,-0.4800000000000001,6,11.3,5.850000000000001,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_137,-0.4800000000000001,6,11.3,5.850000000000001,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_138,-0.4800000000000001,6,11.3,5.850000000000001,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_139,-0.4800000000000001,6,11.3,5.850000000000001,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_140,-0.4800000000000001,6,11.3,5.850000000000001,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_141,-0.4800000000000001,6,11.3,5.850000000000001,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_142,-0.4800000000000001,6,11.3,5.850000000000001,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_143,-0.4800000000000001,6,11.3,5.850000000000001,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_144,-0.4800000000000001,6,11.3,6.9,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_145,-0.4800000000000001,6,11.3,6.9,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_146,-0.4800000000000001,6,11.3,6.9,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_147,-0.4800000000000001,6,11.3,6.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_148,-0.4800000000000001,6,11.3,6.9,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_149,-0.4800000000000001,6,11.3,6.9,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_150,-0.4800000000000001,6,11.3,6.9,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_151,-0.4800000000000001,6,11.3,6.9,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_152,-0.4800000000000001,6,11.3,6.9,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_153,-0.4800000000000001,6,11.3,6.9,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_154,-0.4800000000000001,6,11.3,6.9,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_155,-0.4800000000000001,6,11.3,6.9,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_156,-0.4800000000000001,6,11.3,6.9,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_157,-0.4800000000000001,6,11.3,6.9,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_158,-0.4800000000000001,6,11.3,6.9,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_159,-0.4800000000000001,6,11.3,6.9,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_160,-0.4800000000000001,6,11.3,6.9,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_161,-0.4800000000000001,6,11.3,6.9,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_162,-0.4800000000000001,6,11.3,7.950000000000001,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_163,-0.4800000000000001,6,11.3,7.950000000000001,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_164,-0.4800000000000001,6,11.3,7.950000000000001,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_165,-0.4800000000000001,6,11.3,7.950000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_166,-0.4800000000000001,6,11.3,7.950000000000001,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_167,-0.4800000000000001,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_168,-0.4800000000000001,6,11.3,7.950000000000001,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_169,-0.4800000000000001,6,11.3,7.950000000000001,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_170,-0.4800000000000001,6,11.3,7.950000000000001,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_171,-0.4800000000000001,6,11.3,7.950000000000001,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_172,-0.4800000000000001,6,11.3,7.950000000000001,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_173,-0.4800000000000001,6,11.3,7.950000000000001,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_174,-0.4800000000000001,6,11.3,7.950000000000001,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_175,-0.4800000000000001,6,11.3,7.950000000000001,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_176,-0.4800000000000001,6,11.3,7.950000000000001,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_177,-0.4800000000000001,6,11.3,7.950000000000001,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_178,-0.4800000000000001,6,11.3,7.950000000000001,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_179,-0.4800000000000001,6,11.3,7.950000000000001,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_180,-0.4800000000000001,6,11.3,9.000000000000002,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_181,-0.4800000000000001,6,11.3,9.000000000000002,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_182,-0.4800000000000001,6,11.3,9.000000000000002,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_183,-0.4800000000000001,6,11.3,9.000000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_184,-0.4800000000000001,6,11.3,9.000000000000002,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_185,-0.4800000000000001,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_186,-0.4800000000000001,6,11.3,9.000000000000002,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_187,-0.4800000000000001,6,11.3,9.000000000000002,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_188,-0.4800000000000001,6,11.3,9.000000000000002,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_189,-0.4800000000000001,6,11.3,9.000000000000002,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_190,-0.4800000000000001,6,11.3,9.000000000000002,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_191,-0.4800000000000001,6,11.3,9.000000000000002,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_192,-0.4800000000000001,6,11.3,9.000000000000002,0.3,20.380000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_193,-0.4800000000000001,6,11.3,9.000000000000002,0.3,21.1,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_194,-0.4800000000000001,6,11.3,9.000000000000002,0.3,22.490000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_195,-0.4800000000000001,6,11.3,9.000000000000002,0.3,24.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_196,-0.4800000000000001,6,11.3,9.000000000000002,0.3,26.710000000000008,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_197,-0.4800000000000001,6,11.3,9.000000000000002,0.3,28.820000000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_198,-0.4800000000000001,6,11.3,10.05,0.3,-2.83,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_199,-0.4800000000000001,6,11.3,10.05,0.3,-0.7199999999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_200,-0.4800000000000001,6,11.3,10.05,0.3,1.3900000000000006,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_201,-0.4800000000000001,6,11.3,10.05,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_202,-0.4800000000000001,6,11.3,10.05,0.3,3.500000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_203,-0.4800000000000001,6,11.3,10.05,0.3,5.610000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_204,-0.4800000000000001,6,11.3,10.05,0.3,7.720000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_205,-0.4800000000000001,6,11.3,10.05,0.3,9.830000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_206,-0.4800000000000001,6,11.3,10.05,0.3,11.940000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_207,-0.4800000000000001,6,11.3,10.05,0.3,14.050000000000002,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_208,-0.4800000000000001,6,11.3,10.05,0.3,16.160000000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_209,-0.4800000000000001,6,11.3,10.05,0.3,18.270000000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_210,-0.4800000000000001,6,11.3,10.05,0.3,20.380000000000003,1.0000000000,true,1.0000000000
