name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,POZ_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_132__to__POZ_cand_372,0.324,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.285,2.0
