name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,POZ_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_472,0.324,6,11.3,5.665000000000001,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_425,0.324,6,11.3,3.3850000000000007,0.3,5.9238,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_423,0.324,6,11.3,3.3850000000000007,0.3,-1.3076000000000008,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_424,0.324,6,11.3,3.3850000000000007,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_422,0.324,6,11.3,3.3850000000000007,0.3,-2.83,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_433,0.324,6,11.3,4.0,0.3,-4.923300000000001,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_388,0.324,6,11.3,1.5450000000000004,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_398,0.324,6,11.3,1.8650000000000004,0.3,-2.83,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_399,0.324,6,11.3,1.8650000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_400,0.324,6,11.3,1.8650000000000004,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_460,0.324,6,11.3,4.905000000000001,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_459,0.324,6,11.3,4.905000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_457,0.324,6,11.3,4.905000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_449,0.324,6,11.3,4.1450000000000005,0.3,5.9238,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_456,0.324,6,11.3,4.905000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_458,0.324,6,11.3,4.905000000000001,0.3,-2.83,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_448,0.324,6,11.3,4.1450000000000005,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_385,0.324,6,11.3,1.5450000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_375,0.324,6,11.3,1.1050000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_384,0.324,6,11.3,1.5450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_376,0.324,6,11.3,1.1050000000000004,0.3,2.3081,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_461,0.324,6,11.3,4.905000000000001,0.3,5.9238,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_446,0.324,6,11.3,4.1450000000000005,0.3,-2.83,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_445,0.324,6,11.3,4.1450000000000005,0.3,-4.923300000000001,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_471,0.324,6,11.3,5.665000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_447,0.324,6,11.3,4.1450000000000005,0.3,-1.3076000000000008,1.0,True,1.0,0.285
RZE__to__KAT_cand_132__to__POZ_cand_349,0.2039999999999999,6,11.3,5.665000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_316,0.2039999999999999,6,11.3,4.0,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_341,0.2039999999999999,6,11.3,4.905000000000001,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_313,0.2039999999999999,6,11.3,4.0,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_312,0.2039999999999999,6,11.3,4.0,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_314,0.2039999999999999,6,11.3,4.0,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_324,0.2039999999999999,6,11.3,4.1450000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_350,0.2039999999999999,6,11.3,5.665000000000001,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_304,0.2039999999999999,6,11.3,3.3850000000000007,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_353,0.2039999999999999,6,11.3,5.665000000000001,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_302,0.2039999999999999,6,11.3,3.3850000000000007,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_303,0.2039999999999999,6,11.3,3.3850000000000007,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_348,0.2039999999999999,6,11.3,5.665000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_305,0.2039999999999999,6,11.3,3.3850000000000007,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_352,0.2039999999999999,6,11.3,5.665000000000001,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_291,0.2039999999999999,6,11.3,2.625000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_277,0.2039999999999999,6,11.3,1.8650000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_276,0.2039999999999999,6,11.3,1.8650000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_252,0.2039999999999999,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_254,0.2039999999999999,6,11.3,1.1050000000000004,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_265,0.2039999999999999,6,11.3,1.5450000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_253,0.2039999999999999,6,11.3,1.1050000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_267,0.2039999999999999,6,11.3,1.5450000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_339,0.2039999999999999,6,11.3,4.905000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_340,0.2039999999999999,6,11.3,4.905000000000001,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_278,0.2039999999999999,6,11.3,1.8650000000000004,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_264,0.2039999999999999,6,11.3,1.5450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_256,0.2039999999999999,6,11.3,1.1050000000000004,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_279,0.2039999999999999,6,11.3,1.8650000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_255,0.2039999999999999,6,11.3,1.1050000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_328,0.2039999999999999,6,11.3,4.1450000000000005,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_336,0.2039999999999999,6,11.3,4.905000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_327,0.2039999999999999,6,11.3,4.1450000000000005,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_325,0.2039999999999999,6,11.3,4.1450000000000005,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_326,0.2039999999999999,6,11.3,4.1450000000000005,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_337,0.2039999999999999,6,11.3,4.905000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_329,0.2039999999999999,6,11.3,4.1450000000000005,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_338,0.2039999999999999,6,11.3,4.905000000000001,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_317,0.2039999999999999,6,11.3,4.0,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_315,0.2039999999999999,6,11.3,4.0,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_292,0.2039999999999999,6,11.3,2.625000000000001,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_301,0.2039999999999999,6,11.3,3.3850000000000007,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_300,0.2039999999999999,6,11.3,3.3850000000000007,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_290,0.2039999999999999,6,11.3,2.625000000000001,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_351,0.2039999999999999,6,11.3,5.665000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_266,0.2039999999999999,6,11.3,1.5450000000000004,0.3,-2.83,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_293,0.2039999999999999,6,11.3,2.625000000000001,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_281,0.2039999999999999,6,11.3,1.8650000000000004,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_269,0.2039999999999999,6,11.3,1.5450000000000004,0.3,5.9238,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_268,0.2039999999999999,6,11.3,1.5450000000000004,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_289,0.2039999999999999,6,11.3,2.625000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_288,0.2039999999999999,6,11.3,2.625000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_280,0.2039999999999999,6,11.3,1.8650000000000004,0.3,2.3081,1.0,True,1.0,0.4050000000000001
RZE__to__KAT_cand_132__to__POZ_cand_497,0.609,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_977,1.5,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_1097,1.749,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_737,1.1790000000000005,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_617,0.8940000000000001,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_857,1.4640000000000002,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_1217,2.0340000000000003,6,11.3,1.1050000000000004,0.3,5.9238,1.0,True,1.0,0.43999999999999995
RZE__to__KAT_cand_132__to__POZ_cand_136,0.0389999999999999,6,11.3,1.1050000000000004,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_208,0.0389999999999999,6,11.3,4.1450000000000005,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_207,0.0389999999999999,6,11.3,4.1450000000000005,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_206,0.0389999999999999,6,11.3,4.1450000000000005,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_204,0.0389999999999999,6,11.3,4.1450000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_205,0.0389999999999999,6,11.3,4.1450000000000005,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_230,0.0389999999999999,6,11.3,5.665000000000001,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_229,0.0389999999999999,6,11.3,5.665000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_196,0.0389999999999999,6,11.3,4.0,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_228,0.0389999999999999,6,11.3,5.665000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_221,0.0389999999999999,6,11.3,4.905000000000001,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_197,0.0389999999999999,6,11.3,4.0,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_195,0.0389999999999999,6,11.3,4.0,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_232,0.0389999999999999,6,11.3,5.665000000000001,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_173,0.0389999999999999,6,11.3,2.625000000000001,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_172,0.0389999999999999,6,11.3,2.625000000000001,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_194,0.0389999999999999,6,11.3,4.0,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_193,0.0389999999999999,6,11.3,4.0,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_192,0.0389999999999999,6,11.3,4.0,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_233,0.0389999999999999,6,11.3,5.665000000000001,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_231,0.0389999999999999,6,11.3,5.665000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_182,0.0389999999999999,6,11.3,3.3850000000000007,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_180,0.0389999999999999,6,11.3,3.3850000000000007,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_181,0.0389999999999999,6,11.3,3.3850000000000007,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_185,0.0389999999999999,6,11.3,3.3850000000000007,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_184,0.0389999999999999,6,11.3,3.3850000000000007,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_216,0.0389999999999999,6,11.3,4.905000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_209,0.0389999999999999,6,11.3,4.1450000000000005,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_171,0.0389999999999999,6,11.3,2.625000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_170,0.0389999999999999,6,11.3,2.625000000000001,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_220,0.0389999999999999,6,11.3,4.905000000000001,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_219,0.0389999999999999,6,11.3,4.905000000000001,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_218,0.0389999999999999,6,11.3,4.905000000000001,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_217,0.0389999999999999,6,11.3,4.905000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_134,0.0389999999999999,6,11.3,1.1050000000000004,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_133,0.0389999999999999,6,11.3,1.1050000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_159,0.0389999999999999,6,11.3,1.8650000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_135,0.0389999999999999,6,11.3,1.1050000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_183,0.0389999999999999,6,11.3,3.3850000000000007,0.3,-1.3076000000000008,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_158,0.0389999999999999,6,11.3,1.8650000000000004,0.3,-2.83,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_157,0.0389999999999999,6,11.3,1.8650000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_156,0.0389999999999999,6,11.3,1.8650000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_132,0.0389999999999999,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_168,0.0389999999999999,6,11.3,2.625000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_169,0.0389999999999999,6,11.3,2.625000000000001,0.3,-4.923300000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_161,0.0389999999999999,6,11.3,1.8650000000000004,0.3,5.9238,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_160,0.0389999999999999,6,11.3,1.8650000000000004,0.3,2.3081,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_1202,2.0340000000000003,6,11.3,0.3450000000000004,0.3,-2.83,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1081,1.749,6,11.3,0.3450000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_960,1.5,6,11.3,0.3450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_962,1.5,6,11.3,0.3450000000000004,0.3,-2.83,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_724,1.1790000000000005,6,11.3,0.3450000000000004,0.3,2.3081,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1200,2.0340000000000003,6,11.3,0.3450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1201,2.0340000000000003,6,11.3,0.3450000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_600,0.8940000000000001,6,11.3,0.3450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_723,1.1790000000000005,6,11.3,0.3450000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_601,0.8940000000000001,6,11.3,0.3450000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_602,0.8940000000000001,6,11.3,0.3450000000000004,0.3,-2.83,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_841,1.4640000000000002,6,11.3,0.3450000000000004,0.3,-4.923300000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1204,2.0340000000000003,6,11.3,0.3450000000000004,0.3,2.3081,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1082,1.749,6,11.3,0.3450000000000004,0.3,-2.83,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1080,1.749,6,11.3,0.3450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1083,1.749,6,11.3,0.3450000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1084,1.749,6,11.3,0.3450000000000004,0.3,2.3081,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_1203,2.0340000000000003,6,11.3,0.3450000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_842,1.4640000000000002,6,11.3,0.3450000000000004,0.3,-2.83,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_844,1.4640000000000002,6,11.3,0.3450000000000004,0.3,2.3081,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_843,1.4640000000000002,6,11.3,0.3450000000000004,0.3,-1.3076000000000008,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_604,0.8940000000000001,6,11.3,0.3450000000000004,0.3,2.3081,1.0,True,1.0,0.76
RZE__to__KAT_cand_132__to__POZ_cand_840,1.4640000000000002,6,11.3,0.3450000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.76
