name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WRO_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_72,-0.1259999999999999,6,11.3,3.0,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_62,-0.1259999999999999,6,11.3,2.4850000000000008,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_53,-0.1259999999999999,6,11.3,1.9150000000000007,0.3,4.036940000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_60,-0.1259999999999999,6,11.3,2.4850000000000008,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_61,-0.1259999999999999,6,11.3,2.4850000000000008,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_63,-0.1259999999999999,6,11.3,2.4850000000000008,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_64,-0.1259999999999999,6,11.3,2.4850000000000008,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_50,-0.1259999999999999,6,11.3,1.9150000000000007,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_52,-0.1259999999999999,6,11.3,1.9150000000000007,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_48,-0.1259999999999999,6,11.3,1.9150000000000007,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_29,-0.1259999999999999,6,11.3,1.1050000000000004,0.3,4.036940000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_28,-0.1259999999999999,6,11.3,1.1050000000000004,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_27,-0.1259999999999999,6,11.3,1.1050000000000004,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_41,-0.1259999999999999,6,11.3,1.3450000000000006,0.3,4.036940000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_38,-0.1259999999999999,6,11.3,1.3450000000000006,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_39,-0.1259999999999999,6,11.3,1.3450000000000006,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_40,-0.1259999999999999,6,11.3,1.3450000000000006,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_25,-0.1259999999999999,6,11.3,1.1050000000000004,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_15,-0.1259999999999999,6,11.3,0.7750000000000006,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_85,-0.1259999999999999,6,11.3,3.055000000000001,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_86,-0.1259999999999999,6,11.3,3.055000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_96,-0.1259999999999999,6,11.3,3.625000000000001,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_89,-0.1259999999999999,6,11.3,3.055000000000001,0.3,4.036940000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_97,-0.1259999999999999,6,11.3,3.625000000000001,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_88,-0.1259999999999999,6,11.3,3.055000000000001,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_111,-0.1259999999999999,6,11.3,4.195,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_110,-0.1259999999999999,6,11.3,4.195,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_109,-0.1259999999999999,6,11.3,4.195,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_108,-0.1259999999999999,6,11.3,4.195,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_100,-0.1259999999999999,6,11.3,3.625000000000001,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_99,-0.1259999999999999,6,11.3,3.625000000000001,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_101,-0.1259999999999999,6,11.3,3.625000000000001,0.3,4.036940000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_98,-0.1259999999999999,6,11.3,3.625000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_87,-0.1259999999999999,6,11.3,3.055000000000001,0.3,-6.351880000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_113,-0.1259999999999999,6,11.3,4.195,0.3,4.036940000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_12,-0.1259999999999999,6,11.3,0.7750000000000006,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_112,-0.1259999999999999,6,11.3,4.195,0.3,-1.15747,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_37,-0.1259999999999999,6,11.3,1.3450000000000006,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_36,-0.1259999999999999,6,11.3,1.3450000000000006,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_24,-0.1259999999999999,6,11.3,1.1050000000000004,0.3,-16.740700000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_26,-0.1259999999999999,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_13,-0.1259999999999999,6,11.3,0.7750000000000006,0.3,-11.546290000000004,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_14,-0.1259999999999999,6,11.3,0.7750000000000006,0.3,-8.539000000000001,1.0,True,1.0,0.4499999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_480,0.7290000000000001,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_242,0.324,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_241,0.324,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1083,1.869,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_365,0.4440000000000001,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_438,0.4440000000000001,6,11.3,3.0,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_450,0.4440000000000001,6,11.3,3.055000000000001,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_462,0.4440000000000001,6,11.3,3.625000000000001,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_841,1.5,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_642,1.0140000000000002,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_843,1.5,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_842,1.5,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_840,1.5,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_483,0.7290000000000001,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_484,0.7290000000000001,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_604,1.0140000000000002,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_605,1.0140000000000002,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1202,2.1540000000000004,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1200,2.1540000000000004,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_485,0.7290000000000001,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_725,1.2990000000000004,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_723,1.2990000000000004,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_724,1.2990000000000004,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1085,1.869,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_844,1.5,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1002,1.5840000000000003,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_845,1.5,6,11.3,0.2050000000000005,0.3,4.036940000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_762,1.2990000000000004,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_426,0.4440000000000001,6,11.3,2.4850000000000008,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1122,1.869,6,11.3,1.3450000000000006,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1084,1.869,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1082,1.869,6,11.3,0.2050000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1081,1.869,6,11.3,0.2050000000000005,0.3,-11.546290000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_600,1.0140000000000002,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1080,1.869,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_474,0.4440000000000001,6,11.3,4.195,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_720,1.2990000000000004,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1203,2.1540000000000004,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_243,0.324,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_363,0.4440000000000001,6,11.3,0.2050000000000005,0.3,-6.351880000000001,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_240,0.324,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_360,0.4440000000000001,6,11.3,0.2050000000000005,0.3,-16.740700000000004,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_364,0.4440000000000001,6,11.3,0.2050000000000005,0.3,-1.15747,1.0,True,1.0,0.5700000000000001
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_414,0.4440000000000001,6,11.3,1.9150000000000007,0.3,9.231350000000004,1.0,True,1.0,0.5700000000000001
