name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WRO_efficiency
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_0,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_1,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_2,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_3,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_4,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_5,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_6,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_7,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_8,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_9,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_10,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_11,-0.12599999999999995,6,11.3,0.20500000000000052,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_12,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_13,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_14,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_15,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_16,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_17,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_18,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_19,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_20,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_21,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_22,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_23,-0.12599999999999995,6,11.3,0.7750000000000006,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_24,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_25,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_26,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_27,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_28,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_29,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_30,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_31,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_32,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_33,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_34,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_35,-0.12599999999999995,6,11.3,1.1050000000000004,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_36,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_37,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_38,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_39,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_40,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_41,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_42,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_43,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_44,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_45,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_46,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_47,-0.12599999999999995,6,11.3,1.3450000000000006,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_48,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_49,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_50,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_51,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_52,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_53,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_54,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_55,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_56,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_57,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_58,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_59,-0.12599999999999995,6,11.3,1.9150000000000007,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_60,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_61,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_62,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_63,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_64,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_65,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_66,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_67,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_68,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_69,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_70,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_71,-0.12599999999999995,6,11.3,2.4850000000000008,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_72,-0.12599999999999995,6,11.3,3.0,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_73,-0.12599999999999995,6,11.3,3.0,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_74,-0.12599999999999995,6,11.3,3.0,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_75,-0.12599999999999995,6,11.3,3.0,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_76,-0.12599999999999995,6,11.3,3.0,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_77,-0.12599999999999995,6,11.3,3.0,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_78,-0.12599999999999995,6,11.3,3.0,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_79,-0.12599999999999995,6,11.3,3.0,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_80,-0.12599999999999995,6,11.3,3.0,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_81,-0.12599999999999995,6,11.3,3.0,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_82,-0.12599999999999995,6,11.3,3.0,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_83,-0.12599999999999995,6,11.3,3.0,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_84,-0.12599999999999995,6,11.3,3.055000000000001,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_85,-0.12599999999999995,6,11.3,3.055000000000001,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_86,-0.12599999999999995,6,11.3,3.055000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_87,-0.12599999999999995,6,11.3,3.055000000000001,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_88,-0.12599999999999995,6,11.3,3.055000000000001,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_89,-0.12599999999999995,6,11.3,3.055000000000001,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_90,-0.12599999999999995,6,11.3,3.055000000000001,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_91,-0.12599999999999995,6,11.3,3.055000000000001,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_92,-0.12599999999999995,6,11.3,3.055000000000001,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_93,-0.12599999999999995,6,11.3,3.055000000000001,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_94,-0.12599999999999995,6,11.3,3.055000000000001,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_95,-0.12599999999999995,6,11.3,3.055000000000001,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_96,-0.12599999999999995,6,11.3,3.625000000000001,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_97,-0.12599999999999995,6,11.3,3.625000000000001,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_98,-0.12599999999999995,6,11.3,3.625000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_99,-0.12599999999999995,6,11.3,3.625000000000001,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_100,-0.12599999999999995,6,11.3,3.625000000000001,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_101,-0.12599999999999995,6,11.3,3.625000000000001,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_102,-0.12599999999999995,6,11.3,3.625000000000001,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_103,-0.12599999999999995,6,11.3,3.625000000000001,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_104,-0.12599999999999995,6,11.3,3.625000000000001,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_105,-0.12599999999999995,6,11.3,3.625000000000001,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_106,-0.12599999999999995,6,11.3,3.625000000000001,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_107,-0.12599999999999995,6,11.3,3.625000000000001,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_108,-0.12599999999999995,6,11.3,4.195,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_109,-0.12599999999999995,6,11.3,4.195,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_110,-0.12599999999999995,6,11.3,4.195,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_111,-0.12599999999999995,6,11.3,4.195,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_112,-0.12599999999999995,6,11.3,4.195,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_113,-0.12599999999999995,6,11.3,4.195,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_114,-0.12599999999999995,6,11.3,4.195,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_115,-0.12599999999999995,6,11.3,4.195,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_116,-0.12599999999999995,6,11.3,4.195,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_117,-0.12599999999999995,6,11.3,4.195,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_118,-0.12599999999999995,6,11.3,4.195,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_119,-0.12599999999999995,6,11.3,4.195,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_120,0.15900000000000009,6,11.3,0.20500000000000052,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_121,0.15900000000000009,6,11.3,0.20500000000000052,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_122,0.15900000000000009,6,11.3,0.20500000000000052,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_123,0.15900000000000009,6,11.3,0.20500000000000052,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_124,0.15900000000000009,6,11.3,0.20500000000000052,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_125,0.15900000000000009,6,11.3,0.20500000000000052,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_126,0.15900000000000009,6,11.3,0.20500000000000052,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_127,0.15900000000000009,6,11.3,0.20500000000000052,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_128,0.15900000000000009,6,11.3,0.20500000000000052,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_129,0.15900000000000009,6,11.3,0.20500000000000052,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_130,0.15900000000000009,6,11.3,0.20500000000000052,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_131,0.15900000000000009,6,11.3,0.20500000000000052,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_132,0.15900000000000009,6,11.3,0.7750000000000006,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_133,0.15900000000000009,6,11.3,0.7750000000000006,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_134,0.15900000000000009,6,11.3,0.7750000000000006,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_135,0.15900000000000009,6,11.3,0.7750000000000006,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_136,0.15900000000000009,6,11.3,0.7750000000000006,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_137,0.15900000000000009,6,11.3,0.7750000000000006,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_138,0.15900000000000009,6,11.3,0.7750000000000006,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_139,0.15900000000000009,6,11.3,0.7750000000000006,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_140,0.15900000000000009,6,11.3,0.7750000000000006,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_141,0.15900000000000009,6,11.3,0.7750000000000006,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_142,0.15900000000000009,6,11.3,0.7750000000000006,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_143,0.15900000000000009,6,11.3,0.7750000000000006,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_144,0.15900000000000009,6,11.3,1.1050000000000004,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_145,0.15900000000000009,6,11.3,1.1050000000000004,0.3,-11.546290000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_146,0.15900000000000009,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_147,0.15900000000000009,6,11.3,1.1050000000000004,0.3,-6.351880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_148,0.15900000000000009,6,11.3,1.1050000000000004,0.3,-1.15747,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_149,0.15900000000000009,6,11.3,1.1050000000000004,0.3,4.036940000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_150,0.15900000000000009,6,11.3,1.1050000000000004,0.3,9.231350000000003,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_151,0.15900000000000009,6,11.3,1.1050000000000004,0.3,14.425760000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_152,0.15900000000000009,6,11.3,1.1050000000000004,0.3,18.8,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_153,0.15900000000000009,6,11.3,1.1050000000000004,0.3,19.62017,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_154,0.15900000000000009,6,11.3,1.1050000000000004,0.3,24.814580000000007,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_155,0.15900000000000009,6,11.3,1.1050000000000004,0.3,30.00899000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_156,0.15900000000000009,6,11.3,1.3450000000000006,0.3,-16.740700000000004,1.0000000000,true,1.0000000000
