name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WRO_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WRO_cand_132,0.159,6,11.3,0.7750000000000006,0.3,-16.740700000000004,1.0,True,1.0,0.165,2.0
