name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,SZZ_efficiency
RZE__to__SZZ_cand_241,0.5,6,11.3,1.63,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_242,0.5,6,11.3,1.63,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_243,0.5,6,11.3,1.63,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_244,0.5,6,11.3,1.63,0.3,3.92,1.0000000000,true,0.9191729323
RZE__to__SZZ_cand_245,0.5,6,11.3,1.63,0.3,4.2,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_246,0.5,6,11.3,1.63,0.3,4.34,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_247,0.5,6,11.3,1.63,0.3,4.76,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_248,0.5,6,11.3,1.63,0.3,5.18,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_249,0.5,6,11.3,1.63,0.3,5.6,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_250,0.5,6,11.3,1.9,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_251,0.5,6,11.3,1.9,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_252,0.5,6,11.3,1.9,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_253,0.5,6,11.3,1.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_254,0.5,6,11.3,1.9,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_255,0.5,6,11.3,1.9,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_256,0.5,6,11.3,1.9,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_257,0.5,6,11.3,1.9,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_258,0.5,6,11.3,1.9,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_259,0.5,6,11.3,1.9,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_260,0.5,6,11.3,2.17,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_261,0.5,6,11.3,2.17,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_262,0.5,6,11.3,2.17,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_263,0.5,6,11.3,2.17,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_264,0.5,6,11.3,2.17,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_265,0.5,6,11.3,2.17,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_266,0.5,6,11.3,2.17,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_267,0.5,6,11.3,2.17,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_268,0.5,6,11.3,2.17,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_269,0.5,6,11.3,2.17,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_270,0.5,6,11.3,2.44,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_271,0.5,6,11.3,2.44,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_272,0.5,6,11.3,2.44,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_273,0.5,6,11.3,2.44,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_274,0.5,6,11.3,2.44,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_275,0.5,6,11.3,2.44,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_276,0.5,6,11.3,2.44,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_277,0.5,6,11.3,2.44,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_278,0.5,6,11.3,2.44,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_279,0.5,6,11.3,2.44,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_280,0.5,6,11.3,2.7,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_281,0.5,6,11.3,2.7,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_282,0.5,6,11.3,2.7,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_283,0.5,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_284,0.5,6,11.3,2.7,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_285,0.5,6,11.3,2.7,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_286,0.5,6,11.3,2.7,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_287,0.5,6,11.3,2.7,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_288,0.5,6,11.3,2.7,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_289,0.5,6,11.3,2.7,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_290,0.5,6,11.3,2.71,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_291,0.5,6,11.3,2.71,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_292,0.5,6,11.3,2.71,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_293,0.5,6,11.3,2.71,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_294,0.5,6,11.3,2.71,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_295,0.5,6,11.3,2.71,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_296,0.5,6,11.3,2.71,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_297,0.5,6,11.3,2.71,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_298,0.5,6,11.3,2.71,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_299,0.5,6,11.3,2.71,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_300,0.5,6,11.3,2.98,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_301,0.5,6,11.3,2.98,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_302,0.5,6,11.3,2.98,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_303,0.5,6,11.3,2.98,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_304,0.5,6,11.3,2.98,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_305,0.5,6,11.3,2.98,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_306,0.5,6,11.3,2.98,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_307,0.5,6,11.3,2.98,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_308,0.5,6,11.3,2.98,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_309,0.5,6,11.3,2.98,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_310,0.5,6,11.3,3.25,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_311,0.5,6,11.3,3.25,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_312,0.5,6,11.3,3.25,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_313,0.5,6,11.3,3.25,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_314,0.5,6,11.3,3.25,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_315,0.5,6,11.3,3.25,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_316,0.5,6,11.3,3.25,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_317,0.5,6,11.3,3.25,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_318,0.5,6,11.3,3.25,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_319,0.5,6,11.3,3.25,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_320,0.5,6,11.3,3.52,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_321,0.5,6,11.3,3.52,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_322,0.5,6,11.3,3.52,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_323,0.5,6,11.3,3.52,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_324,0.5,6,11.3,3.52,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_325,0.5,6,11.3,3.52,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_326,0.5,6,11.3,3.52,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_327,0.5,6,11.3,3.52,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_328,0.5,6,11.3,3.52,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_329,0.5,6,11.3,3.52,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_330,0.6,6,11.3,1.0899999999999999,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_331,0.6,6,11.3,1.0899999999999999,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_332,0.6,6,11.3,1.0899999999999999,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_333,0.6,6,11.3,1.0899999999999999,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_334,0.6,6,11.3,1.0899999999999999,0.3,3.92,1.0000000000,true,0.9183673469
RZE__to__SZZ_cand_335,0.6,6,11.3,1.0899999999999999,0.3,4.2,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_336,0.6,6,11.3,1.0899999999999999,0.3,4.34,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_337,0.6,6,11.3,1.0899999999999999,0.3,4.76,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_338,0.6,6,11.3,1.0899999999999999,0.3,5.18,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_339,0.6,6,11.3,1.0899999999999999,0.3,5.6,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_340,0.6,6,11.3,1.3599999999999999,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_341,0.6,6,11.3,1.3599999999999999,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_342,0.6,6,11.3,1.3599999999999999,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_343,0.6,6,11.3,1.3599999999999999,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_344,0.6,6,11.3,1.3599999999999999,0.3,3.92,1.0000000000,true,0.9183673469
RZE__to__SZZ_cand_345,0.6,6,11.3,1.3599999999999999,0.3,4.2,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_346,0.6,6,11.3,1.3599999999999999,0.3,4.34,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_347,0.6,6,11.3,1.3599999999999999,0.3,4.76,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_348,0.6,6,11.3,1.3599999999999999,0.3,5.18,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_349,0.6,6,11.3,1.3599999999999999,0.3,5.6,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_350,0.6,6,11.3,1.63,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_351,0.6,6,11.3,1.63,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_352,0.6,6,11.3,1.63,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_353,0.6,6,11.3,1.63,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_354,0.6,6,11.3,1.63,0.3,3.92,1.0000000000,true,0.9191729323
RZE__to__SZZ_cand_355,0.6,6,11.3,1.63,0.3,4.2,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_356,0.6,6,11.3,1.63,0.3,4.34,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_357,0.6,6,11.3,1.63,0.3,4.76,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_358,0.6,6,11.3,1.63,0.3,5.18,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_359,0.6,6,11.3,1.63,0.3,5.6,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_360,0.6,6,11.3,1.9,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_361,0.6,6,11.3,1.9,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_362,0.6,6,11.3,1.9,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_363,0.6,6,11.3,1.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_364,0.6,6,11.3,1.9,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_365,0.6,6,11.3,1.9,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_366,0.6,6,11.3,1.9,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_367,0.6,6,11.3,1.9,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_368,0.6,6,11.3,1.9,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_369,0.6,6,11.3,1.9,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_370,0.6,6,11.3,2.17,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_371,0.6,6,11.3,2.17,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_372,0.6,6,11.3,2.17,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_373,0.6,6,11.3,2.17,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_374,0.6,6,11.3,2.17,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_375,0.6,6,11.3,2.17,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_376,0.6,6,11.3,2.17,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_377,0.6,6,11.3,2.17,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_378,0.6,6,11.3,2.17,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_379,0.6,6,11.3,2.17,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_380,0.6,6,11.3,2.44,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_381,0.6,6,11.3,2.44,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_382,0.6,6,11.3,2.44,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_383,0.6,6,11.3,2.44,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_384,0.6,6,11.3,2.44,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_385,0.6,6,11.3,2.44,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_386,0.6,6,11.3,2.44,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_387,0.6,6,11.3,2.44,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_388,0.6,6,11.3,2.44,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_389,0.6,6,11.3,2.44,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_390,0.6,6,11.3,2.7,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_391,0.6,6,11.3,2.7,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_392,0.6,6,11.3,2.7,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_393,0.6,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_394,0.6,6,11.3,2.7,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_395,0.6,6,11.3,2.7,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_396,0.6,6,11.3,2.7,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_397,0.6,6,11.3,2.7,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_398,0.6,6,11.3,2.7,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_399,0.6,6,11.3,2.7,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_400,0.6,6,11.3,2.71,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_401,0.6,6,11.3,2.71,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_402,0.6,6,11.3,2.71,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_403,0.6,6,11.3,2.71,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_404,0.6,6,11.3,2.71,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_405,0.6,6,11.3,2.71,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_406,0.6,6,11.3,2.71,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_407,0.6,6,11.3,2.71,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_408,0.6,6,11.3,2.71,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_409,0.6,6,11.3,2.71,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_410,0.6,6,11.3,2.98,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_411,0.6,6,11.3,2.98,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_412,0.6,6,11.3,2.98,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_413,0.6,6,11.3,2.98,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_414,0.6,6,11.3,2.98,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_415,0.6,6,11.3,2.98,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_416,0.6,6,11.3,2.98,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_417,0.6,6,11.3,2.98,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_418,0.6,6,11.3,2.98,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_419,0.6,6,11.3,2.98,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_420,0.6,6,11.3,3.25,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_421,0.6,6,11.3,3.25,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_422,0.6,6,11.3,3.25,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_423,0.6,6,11.3,3.25,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_424,0.6,6,11.3,3.25,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_425,0.6,6,11.3,3.25,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_426,0.6,6,11.3,3.25,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_427,0.6,6,11.3,3.25,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_428,0.6,6,11.3,3.25,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_429,0.6,6,11.3,3.25,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_430,0.6,6,11.3,3.52,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_431,0.6,6,11.3,3.52,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_432,0.6,6,11.3,3.52,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_433,0.6,6,11.3,3.52,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_434,0.6,6,11.3,3.52,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_435,0.6,6,11.3,3.52,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_436,0.6,6,11.3,3.52,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_437,0.6,6,11.3,3.52,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_438,0.6,6,11.3,3.52,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_439,0.6,6,11.3,3.52,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_440,0.6000000000000001,6,11.3,1.0899999999999999,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_441,0.6000000000000001,6,11.3,1.0899999999999999,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_442,0.6000000000000001,6,11.3,1.0899999999999999,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_443,0.6000000000000001,6,11.3,1.0899999999999999,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_444,0.6000000000000001,6,11.3,1.0899999999999999,0.3,3.92,1.0000000000,true,0.9183673469
RZE__to__SZZ_cand_445,0.6000000000000001,6,11.3,1.0899999999999999,0.3,4.2,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_446,0.6000000000000001,6,11.3,1.0899999999999999,0.3,4.34,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_447,0.6000000000000001,6,11.3,1.0899999999999999,0.3,4.76,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_448,0.6000000000000001,6,11.3,1.0899999999999999,0.3,5.18,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_449,0.6000000000000001,6,11.3,1.0899999999999999,0.3,5.6,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_450,0.6000000000000001,6,11.3,1.3599999999999999,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_451,0.6000000000000001,6,11.3,1.3599999999999999,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_452,0.6000000000000001,6,11.3,1.3599999999999999,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_453,0.6000000000000001,6,11.3,1.3599999999999999,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_454,0.6000000000000001,6,11.3,1.3599999999999999,0.3,3.92,1.0000000000,true,0.9183673469
RZE__to__SZZ_cand_455,0.6000000000000001,6,11.3,1.3599999999999999,0.3,4.2,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_456,0.6000000000000001,6,11.3,1.3599999999999999,0.3,4.34,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_457,0.6000000000000001,6,11.3,1.3599999999999999,0.3,4.76,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_458,0.6000000000000001,6,11.3,1.3599999999999999,0.3,5.18,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_459,0.6000000000000001,6,11.3,1.3599999999999999,0.3,5.6,1.0000000000,true,0.8571428571
RZE__to__SZZ_cand_460,0.6000000000000001,6,11.3,1.63,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_461,0.6000000000000001,6,11.3,1.63,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_462,0.6000000000000001,6,11.3,1.63,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_463,0.6000000000000001,6,11.3,1.63,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_464,0.6000000000000001,6,11.3,1.63,0.3,3.92,1.0000000000,true,0.9191729323
RZE__to__SZZ_cand_465,0.6000000000000001,6,11.3,1.63,0.3,4.2,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_466,0.6000000000000001,6,11.3,1.63,0.3,4.34,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_467,0.6000000000000001,6,11.3,1.63,0.3,4.76,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_468,0.6000000000000001,6,11.3,1.63,0.3,5.18,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_469,0.6000000000000001,6,11.3,1.63,0.3,5.6,1.0000000000,true,0.8578947368
RZE__to__SZZ_cand_470,0.6000000000000001,6,11.3,1.9,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_471,0.6000000000000001,6,11.3,1.9,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_472,0.6000000000000001,6,11.3,1.9,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_473,0.6000000000000001,6,11.3,1.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_474,0.6000000000000001,6,11.3,1.9,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_475,0.6000000000000001,6,11.3,1.9,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_476,0.6000000000000001,6,11.3,1.9,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_477,0.6000000000000001,6,11.3,1.9,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_478,0.6000000000000001,6,11.3,1.9,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_479,0.6000000000000001,6,11.3,1.9,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_480,0.6000000000000001,6,11.3,2.17,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_481,0.6000000000000001,6,11.3,2.17,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_482,0.6000000000000001,6,11.3,2.17,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_483,0.6000000000000001,6,11.3,2.17,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_484,0.6000000000000001,6,11.3,2.17,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_485,0.6000000000000001,6,11.3,2.17,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_486,0.6000000000000001,6,11.3,2.17,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_487,0.6000000000000001,6,11.3,2.17,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_488,0.6000000000000001,6,11.3,2.17,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__SZZ_cand_489,0.6000000000000001,6,11.3,2.17,0.3,5.6,1.0000000000,true,1.0000000000
