name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KRK_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_156,-0.0169999999999997,6,11.3,1.1050000000000004,0.3,-20.4907,1.0,True,1.0,0.3409999999999997,2.0
