name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KRK_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_181,-0.0169999999999997,6,11.3,3.2380000000000004,0.3,-12.92129,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_182,-0.0169999999999997,6,11.3,3.2380000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_183,-0.0169999999999997,6,11.3,3.2380000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_157,-0.0169999999999997,6,11.3,1.1050000000000004,0.3,-12.92129,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_159,-0.0169999999999997,6,11.3,1.1050000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_160,-0.0169999999999997,6,11.3,1.1050000000000004,0.3,2.21753,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_168,-0.0169999999999997,6,11.3,1.7370000000000003,0.3,-20.4907,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_253,-0.0169999999999997,6,11.3,10.743000000000002,0.3,-12.92129,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_256,-0.0169999999999997,6,11.3,10.743000000000002,0.3,2.21753,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_255,-0.0169999999999997,6,11.3,10.743000000000002,0.3,-5.351880000000001,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_254,-0.0169999999999997,6,11.3,10.743000000000002,0.3,-8.539000000000001,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_252,-0.0169999999999997,6,11.3,10.743000000000002,0.3,-20.4907,1.0,True,1.0,0.3409999999999997
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_497,0.5720000000000003,6,11.3,7.9,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_509,0.5720000000000003,6,11.3,9.242,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_461,0.5720000000000003,6,11.3,4.739000000000001,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_485,0.5720000000000003,6,11.3,7.741,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_473,0.5720000000000003,6,11.3,6.240000000000001,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_449,0.5720000000000003,6,11.3,3.2380000000000004,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_521,0.5720000000000003,6,11.3,10.743000000000002,0.3,9.786939999999998,1.0,True,1.0,0.5890000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_377,0.324,6,11.3,9.242,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_317,0.324,6,11.3,3.2380000000000004,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_389,0.324,6,11.3,10.743000000000002,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_341,0.324,6,11.3,6.240000000000001,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_353,0.324,6,11.3,7.741,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_365,0.324,6,11.3,7.9,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_329,0.324,6,11.3,4.739000000000001,0.3,9.786939999999998,1.0,True,1.0,0.8370000000000004
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_937,2.928000000000001,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1069,3.1,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_936,2.928000000000001,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_540,1.1610000000000005,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_543,1.1610000000000005,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1072,3.1,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_544,1.1610000000000005,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1070,3.1,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_278,0.324,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_938,2.928000000000001,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_940,2.928000000000001,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_939,2.928000000000001,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_277,0.324,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_280,0.324,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1201,3.5170000000000003,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_411,0.5720000000000003,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1200,3.5170000000000003,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_804,2.3390000000000004,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_410,0.5720000000000003,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_409,0.5720000000000003,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_408,0.5720000000000003,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_412,0.5720000000000003,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_279,0.324,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_276,0.324,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_541,1.1610000000000005,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1335,4.106000000000001,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1333,4.106000000000001,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1334,4.106000000000001,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_542,1.1610000000000005,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1071,3.1,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1068,3.1,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1336,4.106000000000001,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_672,1.7500000000000004,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_676,1.7500000000000004,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_808,2.3390000000000004,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_807,2.3390000000000004,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_806,2.3390000000000004,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_805,2.3390000000000004,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1202,3.5170000000000003,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1332,4.106000000000001,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_673,1.7500000000000004,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1203,3.5170000000000003,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_675,1.7500000000000004,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_674,1.7500000000000004,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_1204,3.5170000000000003,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,0.869
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_36,-0.6059999999999999,6,11.3,1.7370000000000003,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_28,-0.6059999999999999,6,11.3,1.1050000000000004,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_27,-0.6059999999999999,6,11.3,1.1050000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_26,-0.6059999999999999,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_37,-0.6059999999999999,6,11.3,1.7370000000000003,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_24,-0.6059999999999999,6,11.3,1.1050000000000004,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_51,-0.6059999999999999,6,11.3,3.2380000000000004,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_50,-0.6059999999999999,6,11.3,3.2380000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_49,-0.6059999999999999,6,11.3,3.2380000000000004,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_122,-0.6059999999999999,6,11.3,10.743000000000002,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_124,-0.6059999999999999,6,11.3,10.743000000000002,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_123,-0.6059999999999999,6,11.3,10.743000000000002,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_111,-0.6059999999999999,6,11.3,9.242,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_112,-0.6059999999999999,6,11.3,9.242,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_120,-0.6059999999999999,6,11.3,10.743000000000002,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_121,-0.6059999999999999,6,11.3,10.743000000000002,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_88,-0.6059999999999999,6,11.3,7.741,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_87,-0.6059999999999999,6,11.3,7.741,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_85,-0.6059999999999999,6,11.3,7.741,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_86,-0.6059999999999999,6,11.3,7.741,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_76,-0.6059999999999999,6,11.3,6.240000000000001,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_75,-0.6059999999999999,6,11.3,6.240000000000001,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_84,-0.6059999999999999,6,11.3,7.741,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_74,-0.6059999999999999,6,11.3,6.240000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_96,-0.6059999999999999,6,11.3,7.9,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_97,-0.6059999999999999,6,11.3,7.9,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_98,-0.6059999999999999,6,11.3,7.9,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_99,-0.6059999999999999,6,11.3,7.9,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_108,-0.6059999999999999,6,11.3,9.242,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_100,-0.6059999999999999,6,11.3,7.9,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_109,-0.6059999999999999,6,11.3,9.242,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_110,-0.6059999999999999,6,11.3,9.242,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_73,-0.6059999999999999,6,11.3,6.240000000000001,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_72,-0.6059999999999999,6,11.3,6.240000000000001,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_63,-0.6059999999999999,6,11.3,4.739000000000001,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_64,-0.6059999999999999,6,11.3,4.739000000000001,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_62,-0.6059999999999999,6,11.3,4.739000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_38,-0.6059999999999999,6,11.3,1.7370000000000003,0.3,-8.539000000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_40,-0.6059999999999999,6,11.3,1.7370000000000003,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_48,-0.6059999999999999,6,11.3,3.2380000000000004,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_61,-0.6059999999999999,6,11.3,4.739000000000001,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_60,-0.6059999999999999,6,11.3,4.739000000000001,0.3,-20.4907,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_52,-0.6059999999999999,6,11.3,3.2380000000000004,0.3,2.21753,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_25,-0.6059999999999999,6,11.3,1.1050000000000004,0.3,-12.92129,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_39,-0.6059999999999999,6,11.3,1.7370000000000003,0.3,-5.351880000000001,1.0,True,1.0,0.9299999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_148,-0.0169999999999997,6,11.3,0.2360000000000004,0.3,2.21753,1.0,True,1.0,1.04980093351073
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_145,-0.0169999999999997,6,11.3,0.2360000000000004,0.3,-12.92129,1.0,True,1.0,1.04980093351073
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_146,-0.0169999999999997,6,11.3,0.2360000000000004,0.3,-8.539000000000001,1.0,True,1.0,1.04980093351073
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_147,-0.0169999999999997,6,11.3,0.2360000000000004,0.3,-5.351880000000001,1.0,True,1.0,1.04980093351073
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_144,-0.0169999999999997,6,11.3,0.2360000000000004,0.3,-20.4907,1.0,True,1.0,1.04980093351073
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_221,-0.0169999999999997,6,11.3,7.741,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_245,-0.0169999999999997,6,11.3,9.242,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
RZE__to__KAT_cand_132__to__POZ_cand_372__to__KRK_cand_233,-0.0169999999999997,6,11.3,7.9,0.3,9.786939999999998,1.0,True,1.0,1.1780000000000002
