name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,LCJ_efficiency,SZZ_efficiency,min_distance_to_false,efficiency_sum
RZE_cand_7284,0.4680000000000001,6,11.3,1.35,0.3,2.9439999999999995,1.0,True,1.0,1.0,1.0,0.11099999999999978,4.0
