name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,GDN_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_16,0.024,6,11.3,0.8300000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_15,0.024,6,11.3,0.8300000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_27,0.024,6,11.3,1.1050000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_28,0.024,6,11.3,1.1050000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_14,0.024,6,11.3,0.8300000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_26,0.024,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_112,0.024,6,11.3,3.68,0.3,0.1385299999999993,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_108,0.024,6,11.3,3.68,0.3,-18.1807,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_98,0.024,6,11.3,3.205,0.3,-8.539000000000001,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_99,0.024,6,11.3,3.205,0.3,-5.967880000000001,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_100,0.024,6,11.3,3.205,0.3,0.1385299999999993,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_109,0.024,6,11.3,3.68,0.3,-12.07429,1.0,True,1.0,0.19
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_124,0.214,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_123,0.214,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_843,1.0,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_122,0.214,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_842,1.0,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_482,0.5940000000000001,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_600,0.784,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_1084,1.354,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_483,0.5940000000000001,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_481,0.5940000000000001,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_242,0.324,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_1082,1.354,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_244,0.324,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_1083,1.354,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_484,0.5940000000000001,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_480,0.5940000000000001,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_1081,1.354,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_243,0.324,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_604,0.784,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_241,0.324,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_601,0.784,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_724,0.974,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_964,1.164,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_722,0.974,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_723,0.974,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_240,0.324,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_720,0.974,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_721,0.974,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_602,0.784,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_1080,1.354,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_603,0.784,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_962,1.164,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_960,1.164,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_841,1.0,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_362,0.404,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_844,1.0,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_121,0.214,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_120,0.214,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_840,1.0,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_361,0.404,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_360,0.404,6,11.3,0.3550000000000004,0.3,-18.1807,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_963,1.164,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_364,0.404,6,11.3,0.3550000000000004,0.3,0.1385299999999993,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_363,0.404,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0,True,1.0,0.475
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_961,1.164,6,11.3,0.3550000000000004,0.3,-12.07429,1.0,True,1.0,0.475
