name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,GDN_efficiency
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_523,0.5940000000000001,6,11.3,1.3050000000000004,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_524,0.5940000000000001,6,11.3,1.3050000000000004,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_525,0.5940000000000001,6,11.3,1.3050000000000004,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_526,0.5940000000000001,6,11.3,1.3050000000000004,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_527,0.5940000000000001,6,11.3,1.3050000000000004,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_528,0.5940000000000001,6,11.3,1.7800000000000002,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_529,0.5940000000000001,6,11.3,1.7800000000000002,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_530,0.5940000000000001,6,11.3,1.7800000000000002,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_531,0.5940000000000001,6,11.3,1.7800000000000002,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_532,0.5940000000000001,6,11.3,1.7800000000000002,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_533,0.5940000000000001,6,11.3,1.7800000000000002,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_534,0.5940000000000001,6,11.3,1.7800000000000002,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_535,0.5940000000000001,6,11.3,1.7800000000000002,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_536,0.5940000000000001,6,11.3,1.7800000000000002,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_537,0.5940000000000001,6,11.3,1.7800000000000002,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_538,0.5940000000000001,6,11.3,1.7800000000000002,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_539,0.5940000000000001,6,11.3,1.7800000000000002,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_540,0.5940000000000001,6,11.3,2.2550000000000003,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_541,0.5940000000000001,6,11.3,2.2550000000000003,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_542,0.5940000000000001,6,11.3,2.2550000000000003,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_543,0.5940000000000001,6,11.3,2.2550000000000003,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_544,0.5940000000000001,6,11.3,2.2550000000000003,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_545,0.5940000000000001,6,11.3,2.2550000000000003,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_546,0.5940000000000001,6,11.3,2.2550000000000003,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_547,0.5940000000000001,6,11.3,2.2550000000000003,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_548,0.5940000000000001,6,11.3,2.2550000000000003,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_549,0.5940000000000001,6,11.3,2.2550000000000003,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_550,0.5940000000000001,6,11.3,2.2550000000000003,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_551,0.5940000000000001,6,11.3,2.2550000000000003,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_552,0.5940000000000001,6,11.3,2.5,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_553,0.5940000000000001,6,11.3,2.5,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_554,0.5940000000000001,6,11.3,2.5,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_555,0.5940000000000001,6,11.3,2.5,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_556,0.5940000000000001,6,11.3,2.5,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_557,0.5940000000000001,6,11.3,2.5,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_558,0.5940000000000001,6,11.3,2.5,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_559,0.5940000000000001,6,11.3,2.5,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_560,0.5940000000000001,6,11.3,2.5,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_561,0.5940000000000001,6,11.3,2.5,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_562,0.5940000000000001,6,11.3,2.5,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_563,0.5940000000000001,6,11.3,2.5,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_564,0.5940000000000001,6,11.3,2.7300000000000004,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_565,0.5940000000000001,6,11.3,2.7300000000000004,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_566,0.5940000000000001,6,11.3,2.7300000000000004,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_567,0.5940000000000001,6,11.3,2.7300000000000004,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_568,0.5940000000000001,6,11.3,2.7300000000000004,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_569,0.5940000000000001,6,11.3,2.7300000000000004,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_570,0.5940000000000001,6,11.3,2.7300000000000004,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_571,0.5940000000000001,6,11.3,2.7300000000000004,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_572,0.5940000000000001,6,11.3,2.7300000000000004,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_573,0.5940000000000001,6,11.3,2.7300000000000004,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_574,0.5940000000000001,6,11.3,2.7300000000000004,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_575,0.5940000000000001,6,11.3,2.7300000000000004,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_576,0.5940000000000001,6,11.3,3.205,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_577,0.5940000000000001,6,11.3,3.205,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_578,0.5940000000000001,6,11.3,3.205,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_579,0.5940000000000001,6,11.3,3.205,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_580,0.5940000000000001,6,11.3,3.205,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_581,0.5940000000000001,6,11.3,3.205,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_582,0.5940000000000001,6,11.3,3.205,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_583,0.5940000000000001,6,11.3,3.205,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_584,0.5940000000000001,6,11.3,3.205,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_585,0.5940000000000001,6,11.3,3.205,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_586,0.5940000000000001,6,11.3,3.205,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_587,0.5940000000000001,6,11.3,3.205,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_588,0.5940000000000001,6,11.3,3.68,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_589,0.5940000000000001,6,11.3,3.68,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_590,0.5940000000000001,6,11.3,3.68,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_591,0.5940000000000001,6,11.3,3.68,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_592,0.5940000000000001,6,11.3,3.68,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_593,0.5940000000000001,6,11.3,3.68,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_594,0.5940000000000001,6,11.3,3.68,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_595,0.5940000000000001,6,11.3,3.68,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_596,0.5940000000000001,6,11.3,3.68,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_597,0.5940000000000001,6,11.3,3.68,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_598,0.5940000000000001,6,11.3,3.68,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_599,0.5940000000000001,6,11.3,3.68,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_600,0.784,6,11.3,0.3550000000000004,0.3,-18.1807,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_601,0.784,6,11.3,0.3550000000000004,0.3,-12.074290000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_602,0.784,6,11.3,0.3550000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_603,0.784,6,11.3,0.3550000000000004,0.3,-5.967880000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_604,0.784,6,11.3,0.3550000000000004,0.3,0.13852999999999938,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_605,0.784,6,11.3,0.3550000000000004,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_606,0.784,6,11.3,0.3550000000000004,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_607,0.784,6,11.3,0.3550000000000004,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_608,0.784,6,11.3,0.3550000000000004,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_609,0.784,6,11.3,0.3550000000000004,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_610,0.784,6,11.3,0.3550000000000004,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_611,0.784,6,11.3,0.3550000000000004,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_612,0.784,6,11.3,0.8300000000000004,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_613,0.784,6,11.3,0.8300000000000004,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_614,0.784,6,11.3,0.8300000000000004,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_615,0.784,6,11.3,0.8300000000000004,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_616,0.784,6,11.3,0.8300000000000004,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_617,0.784,6,11.3,0.8300000000000004,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_618,0.784,6,11.3,0.8300000000000004,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_619,0.784,6,11.3,0.8300000000000004,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_620,0.784,6,11.3,0.8300000000000004,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_621,0.784,6,11.3,0.8300000000000004,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_622,0.784,6,11.3,0.8300000000000004,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_623,0.784,6,11.3,0.8300000000000004,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_624,0.784,6,11.3,1.1050000000000004,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_625,0.784,6,11.3,1.1050000000000004,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_626,0.784,6,11.3,1.1050000000000004,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_627,0.784,6,11.3,1.1050000000000004,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_628,0.784,6,11.3,1.1050000000000004,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_629,0.784,6,11.3,1.1050000000000004,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_630,0.784,6,11.3,1.1050000000000004,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_631,0.784,6,11.3,1.1050000000000004,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_632,0.784,6,11.3,1.1050000000000004,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_633,0.784,6,11.3,1.1050000000000004,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_634,0.784,6,11.3,1.1050000000000004,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_635,0.784,6,11.3,1.1050000000000004,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_636,0.784,6,11.3,1.3050000000000004,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_637,0.784,6,11.3,1.3050000000000004,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_638,0.784,6,11.3,1.3050000000000004,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_639,0.784,6,11.3,1.3050000000000004,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_640,0.784,6,11.3,1.3050000000000004,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_641,0.784,6,11.3,1.3050000000000004,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_642,0.784,6,11.3,1.3050000000000004,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_643,0.784,6,11.3,1.3050000000000004,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_644,0.784,6,11.3,1.3050000000000004,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_645,0.784,6,11.3,1.3050000000000004,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_646,0.784,6,11.3,1.3050000000000004,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_647,0.784,6,11.3,1.3050000000000004,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_648,0.784,6,11.3,1.7800000000000002,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_649,0.784,6,11.3,1.7800000000000002,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_650,0.784,6,11.3,1.7800000000000002,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_651,0.784,6,11.3,1.7800000000000002,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_652,0.784,6,11.3,1.7800000000000002,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_653,0.784,6,11.3,1.7800000000000002,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_654,0.784,6,11.3,1.7800000000000002,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_655,0.784,6,11.3,1.7800000000000002,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_656,0.784,6,11.3,1.7800000000000002,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_657,0.784,6,11.3,1.7800000000000002,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_658,0.784,6,11.3,1.7800000000000002,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_659,0.784,6,11.3,1.7800000000000002,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_660,0.784,6,11.3,2.2550000000000003,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_661,0.784,6,11.3,2.2550000000000003,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_662,0.784,6,11.3,2.2550000000000003,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_663,0.784,6,11.3,2.2550000000000003,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_664,0.784,6,11.3,2.2550000000000003,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_665,0.784,6,11.3,2.2550000000000003,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_666,0.784,6,11.3,2.2550000000000003,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_667,0.784,6,11.3,2.2550000000000003,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_668,0.784,6,11.3,2.2550000000000003,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_669,0.784,6,11.3,2.2550000000000003,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_670,0.784,6,11.3,2.2550000000000003,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_671,0.784,6,11.3,2.2550000000000003,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_672,0.784,6,11.3,2.5,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_673,0.784,6,11.3,2.5,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_674,0.784,6,11.3,2.5,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_675,0.784,6,11.3,2.5,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_676,0.784,6,11.3,2.5,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_677,0.784,6,11.3,2.5,0.3,6.24494,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_678,0.784,6,11.3,2.5,0.3,12.35135,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_679,0.784,6,11.3,2.5,0.3,18.45776,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_680,0.784,6,11.3,2.5,0.3,23.6,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_681,0.784,6,11.3,2.5,0.3,24.564170000000004,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_682,0.784,6,11.3,2.5,0.3,30.67058,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_683,0.784,6,11.3,2.5,0.3,36.77699,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_684,0.784,6,11.3,2.7300000000000004,0.3,-18.1807,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_685,0.784,6,11.3,2.7300000000000004,0.3,-12.074290000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_686,0.784,6,11.3,2.7300000000000004,0.3,-8.539000000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_687,0.784,6,11.3,2.7300000000000004,0.3,-5.967880000000001,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_688,0.784,6,11.3,2.7300000000000004,0.3,0.13852999999999938,0.5694690265,false,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__GDN_cand_689,0.784,6,11.3,2.7300000000000004,0.3,6.24494,1.0000000000,true,1.0000000000
