name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,LCJ_efficiency,SZZ_efficiency,min_distance_to_false,iteration,reference_frontier,POZ_efficiency,WAW_efficiency,KRK_efficiency,WRO_efficiency,GDN_efficiency,BZG_efficiency
RZE_cand_5153,0.432,6,11.3,1.5599999999999998,0.3,2.311,1.0,True,1.0,1.0,1.0,0.036,1,3,,,,,,
RZE_cand_5155,0.432,6,11.3,1.5599999999999998,0.3,2.733,1.0,True,1.0,1.0,1.0,0.036,1,3,,,,,,
RZE_cand_5154,0.432,6,11.3,1.5599999999999998,0.3,2.522,1.0,True,1.0,1.0,1.0,0.036,1,3,,,,,,
RZE_cand_5267,0.432,6,11.3,1.6649999999999998,0.3,2.733,1.0,True,1.0,1.0,1.0,0.036,1,3,,,,,,
RZE_cand_5152,0.432,6,11.3,1.5599999999999998,0.3,2.1,1.0,True,1.0,1.0,1.0,0.036,1,3,,,,,,
RZE_cand_2915,0.396,6,11.3,1.6649999999999998,0.3,2.733,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2801,0.396,6,11.3,1.5599999999999998,0.3,2.311,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2802,0.396,6,11.3,1.5599999999999998,0.3,2.522,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2800,0.396,6,11.3,1.5599999999999998,0.3,2.1,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2577,0.396,6,11.3,1.35,0.3,2.311,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_11542,0.5040000000000001,6,11.3,3.135,0.3,3.365999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2578,0.396,6,11.3,1.35,0.3,2.522,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_13671,0.5400000000000001,6,11.3,2.925,0.3,3.576999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3472,0.396,6,11.3,2.1899999999999995,0.3,2.1,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_13223,0.5400000000000001,6,11.3,2.505,0.3,3.576999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3250,0.396,6,11.3,1.98,0.3,2.522,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2691,0.396,6,11.3,1.4549999999999998,0.3,2.733,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2913,0.396,6,11.3,1.6649999999999998,0.3,2.311,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_10870,0.5040000000000001,6,11.3,2.505,0.3,3.365999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2689,0.396,6,11.3,1.4549999999999998,0.3,2.311,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2576,0.396,6,11.3,1.35,0.3,2.1,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_2688,0.396,6,11.3,1.4549999999999998,0.3,2.1,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3251,0.396,6,11.3,1.98,0.3,2.733,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_12439,0.5400000000000001,6,11.3,1.7699999999999998,0.3,3.576999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_11654,0.5040000000000001,6,11.3,3.24,0.3,3.365999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_15016,0.5760000000000002,6,11.3,1.98,0.3,3.787999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_7509,0.4680000000000001,6,11.3,1.5599999999999998,0.3,3.155,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_3699,0.396,6,11.3,2.3999999999999995,0.3,2.733,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_13447,0.5400000000000001,6,11.3,2.715,0.3,3.576999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_7957,0.4680000000000001,6,11.3,1.98,0.3,3.155,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
RZE_cand_15128,0.5760000000000002,6,11.3,2.085,0.3,3.787999999999999,1.0,True,1.0,1.0,1.0,0.072,1,3,,,,,,
