name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,POZ_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_2309__to__POZ_cand_2469,2.724000000000001,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,1.0,0.7950000000000004,2.0
