name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KRK_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__KRK_cand_16,1.7940000000000011,6,11.3,0.0349999999999997,0.3,-2.1599999999999984,1.0,True,1.0,0.79,2.0
