name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,min_distance_to_false,iteration,reference_frontier,from_point_name,to_reference_name,node_id,parent_node_id,path_id,POZ_efficiency,WAW_efficiency,KRK_efficiency,WRO_efficiency,GDN_efficiency
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_633,1.5,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_423,1.2275999999999998,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1893,2.8620000000000005,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_213,0.9551999999999998,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_3,0.6827999999999997,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2103,3.1344000000000007,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1263,2.3172,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_843,1.7724000000000002,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1473,2.5896000000000003,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1053,2.0448000000000004,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2313,3.406800000000001,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2523,3.6792000000000007,6,11.3,0.7149999999999999,0.3,7.230000000000002,1.0,True,,0.6000000000000001,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1850,2.724000000000001,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2285,3.1344000000000007,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2255,3.1344000000000007,6,11.3,3.115,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2660,3.6792000000000007,6,11.3,3.0,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2060,2.8620000000000005,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1670,2.5896000000000003,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2300,3.1344000000000007,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2075,2.8620000000000005,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2675,3.6792000000000007,6,11.3,3.115,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2690,3.6792000000000007,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2510,3.406800000000001,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1640,2.5896000000000003,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2270,3.1344000000000007,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1460,2.3172,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1865,2.724000000000001,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1880,2.724000000000001,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2045,2.8620000000000005,6,11.3,3.115,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2720,3.6792000000000007,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1655,2.5896000000000003,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2090,2.8620000000000005,6,11.3,4.015000000000001,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2495,3.406800000000001,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2465,3.406800000000001,6,11.3,3.115,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2480,3.406800000000001,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_2705,3.6792000000000007,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1625,2.5896000000000003,6,11.3,3.115,0.3,10.990000000000002,1.0,True,,1.8799999999999968,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1445,2.3172,6,11.3,3.715,0.3,10.990000000000002,1.0,True,,1.8996320064686183,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1430,2.3172,6,11.3,3.415,0.3,10.990000000000002,1.0,True,,1.8996320064686183,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_1835,2.724000000000001,6,11.3,3.115,0.3,10.990000000000002,1.0,True,,1.9037857022259597,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,WRO,node_branch_000007,node_branch_000004,RZE -> KAT -> POZ -> WRO,,,,1.0,
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_178,0.1827999999999997,6,11.3,3.365,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_162,0.1827999999999997,6,11.3,3.115,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_146,0.1827999999999997,6,11.3,2.865,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_130,0.1827999999999997,6,11.3,2.615,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_114,0.1827999999999997,6,11.3,2.5,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_18,0.1827999999999997,6,11.3,1.1149999999999998,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_98,0.1827999999999997,6,11.3,2.365,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2,0.1827999999999997,6,11.3,0.8649999999999998,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_82,0.1827999999999997,6,11.3,2.115,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_50,0.1827999999999997,6,11.3,1.6149999999999998,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_34,0.1827999999999997,6,11.3,1.3649999999999998,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_66,0.1827999999999997,6,11.3,1.865,0.3,4.870000000000003,1.0,True,,0.2724000000000002,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2707,3.7240000000000015,6,11.3,1.1149999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2771,3.7240000000000015,6,11.3,2.115,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2755,3.7240000000000015,6,11.3,1.865,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2803,3.7240000000000015,6,11.3,2.5,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2611,3.4516000000000013,6,11.3,2.5,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1539,2.362000000000001,6,11.3,0.8649999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2675,3.4516000000000013,6,11.3,3.365,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2595,3.4516000000000013,6,11.3,2.365,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2563,3.4516000000000013,6,11.3,1.865,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2627,3.4516000000000013,6,11.3,2.615,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2643,3.4516000000000013,6,11.3,2.865,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2659,3.4516000000000013,6,11.3,3.115,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2579,3.4516000000000013,6,11.3,2.115,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2739,3.7240000000000015,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2691,3.7240000000000015,6,11.3,0.8649999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_2723,3.7240000000000015,6,11.3,1.3649999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1731,2.634400000000001,6,11.3,0.8649999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1747,2.634400000000001,6,11.3,1.1149999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1779,2.634400000000001,6,11.3,1.6149999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1763,2.634400000000001,6,11.3,1.3649999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1795,2.634400000000001,6,11.3,1.865,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1811,2.634400000000001,6,11.3,2.115,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1827,2.634400000000001,6,11.3,2.365,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1843,2.634400000000001,6,11.3,2.5,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1859,2.634400000000001,6,11.3,2.615,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1875,2.634400000000001,6,11.3,2.865,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1891,2.634400000000001,6,11.3,3.115,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1907,2.634400000000001,6,11.3,3.365,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1923,2.724000000000001,6,11.3,0.8649999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__GDN_cand_1939,2.724000000000001,6,11.3,1.1149999999999998,0.3,7.230000000000002,1.0,True,,2.3599999999999994,3,1,RZE__to__KAT_cand_2309__to__POZ_cand_2469,GDN,node_branch_000008,node_branch_000004,RZE -> KAT -> POZ -> GDN,,,,,1.0
