name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,POZ_efficiency,min_distance_to_false,efficiency_sum
RZE_cand_7284_cand_43438,0.8316000000000003,6,11.3,2.140000000000001,0.3,7.760399999999997,1.0,True,1.0,0.1647543626129517,2.0
