candidate_name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,SZZ_efficiency,LCJ_efficiency,KAT_efficiency
RZE_resampled_123,0.2661414520,6.0000000000,11.3000000000,2.2401637961,0.3000000000,2.5196493471,1.0000000000,true,1.0000000000,0.8438714100,1.0000000000
RZE_resampled_124,0.3200000000,6.0000000000,11.3000000000,2.3000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9291296861,1.0000000000
RZE_resampled_125,0.3500000000,6.0000000000,11.3000000000,2.3000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9829123328,1.0000000000
RZE_resampled_126,0.3800000000,6.0000000000,11.3000000000,2.3000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_127,0.4425225004,6.0000000000,11.3000000000,2.3634372770,0.3000000000,2.5743787729,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
RZE_resampled_128,0.3000000000,6.0000000000,11.3000000000,2.3200000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9020662673,1.0000000000
RZE_resampled_129,0.3000000000,6.0000000000,11.3000000000,2.3500000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9060806743,1.0000000000
RZE_resampled_130,0.3000000000,6.0000000000,11.3000000000,2.3800000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9099750919,1.0000000000
RZE_resampled_131,0.2914511085,6.0000000000,11.3000000000,2.2401661948,0.3000000000,2.5544499506,1.0000000000,true,1.0000000000,0.8636650808,1.0000000000
RZE_resampled_132,0.3200000000,6.0000000000,11.3000000000,2.2800000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.9264567984,1.0000000000
RZE_resampled_134,0.3800000000,6.0000000000,11.3000000000,2.2200000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,1.0000000000,1.0000000000
