candidate_id,base_name,name,i1,i2,i3,i4,o1,o2,i1_base,i1_new,i1_delta_abs,i1_delta_pct,i1_grid_value,i1_grid_mode,i4_base,i4_new,i4_delta_abs,i4_delta_pct,i4_grid_value,i4_grid_mode,o2_base,o2_new,o2_delta_abs,o2_delta_pct,o2_grid_value,o2_grid_mode
1002,RZE,RZE_cand_1002,0.0,6.0,11.3,1.4,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,4.3,0.8,22.86,0.8,absolute
1003,RZE,RZE_cand_1003,0.0,6.0,11.3,1.4,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,4.5,1.0,28.57,1.0,absolute
1004,RZE,RZE_cand_1004,0.0,6.0,11.3,1.4,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,4.7,1.2,34.29,1.2,absolute
1005,RZE,RZE_cand_1005,0.0,6.0,11.3,1.4,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,4.9,1.4,40.0,1.4,absolute
1006,RZE,RZE_cand_1006,0.0,6.0,11.3,1.4,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,5.1,1.6,45.71,1.6,absolute
1007,RZE,RZE_cand_1007,0.0,6.0,11.3,1.4,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,5.3,1.8,51.43,1.8,absolute
1008,RZE,RZE_cand_1008,0.0,6.0,11.3,1.4,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,5.5,2.0,57.14,2.0,absolute
1009,RZE,RZE_cand_1009,0.0,6.0,11.3,1.4,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,5.7,2.2,62.86,2.2,absolute
1010,RZE,RZE_cand_1010,0.0,6.0,11.3,1.4,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,5.9,2.4,68.57,2.4,absolute
1011,RZE,RZE_cand_1011,0.0,6.0,11.3,1.4,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,6.1,2.6,74.29,2.6,absolute
1012,RZE,RZE_cand_1012,0.0,6.0,11.3,1.4,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,6.3,2.8,80.0,2.8,absolute
1013,RZE,RZE_cand_1013,0.0,6.0,11.3,1.4,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,6.5,3.0,85.71,3.0,absolute
1014,RZE,RZE_cand_1014,0.0,6.0,11.3,1.4,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,6.7,3.2,91.43,3.2,absolute
1015,RZE,RZE_cand_1015,0.0,6.0,11.3,1.4,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,6.9,3.4,97.14,3.4,absolute
1016,RZE,RZE_cand_1016,0.0,6.0,11.3,1.4,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,7.1,3.6,102.86,3.6,absolute
1017,RZE,RZE_cand_1017,0.0,6.0,11.3,1.4,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,7.3,3.8,108.57,3.8,absolute
1018,RZE,RZE_cand_1018,0.0,6.0,11.3,1.4,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,7.5,4.0,114.29,4.0,absolute
1019,RZE,RZE_cand_1019,0.0,6.0,11.3,1.4,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,7.7,4.2,120.0,4.2,absolute
1020,RZE,RZE_cand_1020,0.0,6.0,11.3,1.4,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,7.9,4.4,125.71,4.4,absolute
1021,RZE,RZE_cand_1021,0.0,6.0,11.3,1.4,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,8.1,4.6,131.43,4.6,absolute
1022,RZE,RZE_cand_1022,0.0,6.0,11.3,1.4,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,8.3,4.8,137.14,4.8,absolute
1023,RZE,RZE_cand_1023,0.0,6.0,11.3,1.4,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.4,-1.3,-48.15,-1.3,absolute,3.5,8.5,5.0,142.86,5.0,absolute
1024,RZE,RZE_cand_1024,0.0,6.0,11.3,1.5,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
1025,RZE,RZE_cand_1025,0.0,6.0,11.3,1.5,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
1026,RZE,RZE_cand_1026,0.0,6.0,11.3,1.5,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
1027,RZE,RZE_cand_1027,0.0,6.0,11.3,1.5,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
1028,RZE,RZE_cand_1028,0.0,6.0,11.3,1.5,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
1029,RZE,RZE_cand_1029,0.0,6.0,11.3,1.5,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
1030,RZE,RZE_cand_1030,0.0,6.0,11.3,1.5,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,3.7,0.2,5.71,0.2,absolute
1031,RZE,RZE_cand_1031,0.0,6.0,11.3,1.5,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,3.9,0.4,11.43,0.4,absolute
1032,RZE,RZE_cand_1032,0.0,6.0,11.3,1.5,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,4.1,0.6,17.14,0.6,absolute
1033,RZE,RZE_cand_1033,0.0,6.0,11.3,1.5,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,4.3,0.8,22.86,0.8,absolute
1034,RZE,RZE_cand_1034,0.0,6.0,11.3,1.5,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,4.5,1.0,28.57,1.0,absolute
1035,RZE,RZE_cand_1035,0.0,6.0,11.3,1.5,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,4.7,1.2,34.29,1.2,absolute
1036,RZE,RZE_cand_1036,0.0,6.0,11.3,1.5,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,4.9,1.4,40.0,1.4,absolute
1037,RZE,RZE_cand_1037,0.0,6.0,11.3,1.5,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,5.1,1.6,45.71,1.6,absolute
1038,RZE,RZE_cand_1038,0.0,6.0,11.3,1.5,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,5.3,1.8,51.43,1.8,absolute
1039,RZE,RZE_cand_1039,0.0,6.0,11.3,1.5,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,5.5,2.0,57.14,2.0,absolute
1040,RZE,RZE_cand_1040,0.0,6.0,11.3,1.5,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,5.7,2.2,62.86,2.2,absolute
1041,RZE,RZE_cand_1041,0.0,6.0,11.3,1.5,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,5.9,2.4,68.57,2.4,absolute
1042,RZE,RZE_cand_1042,0.0,6.0,11.3,1.5,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,6.1,2.6,74.29,2.6,absolute
1043,RZE,RZE_cand_1043,0.0,6.0,11.3,1.5,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,6.3,2.8,80.0,2.8,absolute
1044,RZE,RZE_cand_1044,0.0,6.0,11.3,1.5,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,6.5,3.0,85.71,3.0,absolute
1045,RZE,RZE_cand_1045,0.0,6.0,11.3,1.5,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,6.7,3.2,91.43,3.2,absolute
1046,RZE,RZE_cand_1046,0.0,6.0,11.3,1.5,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,6.9,3.4,97.14,3.4,absolute
1047,RZE,RZE_cand_1047,0.0,6.0,11.3,1.5,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,7.1,3.6,102.86,3.6,absolute
1048,RZE,RZE_cand_1048,0.0,6.0,11.3,1.5,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,7.3,3.8,108.57,3.8,absolute
1049,RZE,RZE_cand_1049,0.0,6.0,11.3,1.5,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,7.5,4.0,114.29,4.0,absolute
1050,RZE,RZE_cand_1050,0.0,6.0,11.3,1.5,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,7.7,4.2,120.0,4.2,absolute
1051,RZE,RZE_cand_1051,0.0,6.0,11.3,1.5,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,7.9,4.4,125.71,4.4,absolute
1052,RZE,RZE_cand_1052,0.0,6.0,11.3,1.5,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,8.1,4.6,131.43,4.6,absolute
1053,RZE,RZE_cand_1053,0.0,6.0,11.3,1.5,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,8.3,4.8,137.14,4.8,absolute
1054,RZE,RZE_cand_1054,0.0,6.0,11.3,1.5,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.5,-1.2,-44.44,-1.2,absolute,3.5,8.5,5.0,142.86,5.0,absolute
1055,RZE,RZE_cand_1055,0.0,6.0,11.3,1.6,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
1056,RZE,RZE_cand_1056,0.0,6.0,11.3,1.6,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
1057,RZE,RZE_cand_1057,0.0,6.0,11.3,1.6,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
1058,RZE,RZE_cand_1058,0.0,6.0,11.3,1.6,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
1059,RZE,RZE_cand_1059,0.0,6.0,11.3,1.6,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
1060,RZE,RZE_cand_1060,0.0,6.0,11.3,1.6,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
1061,RZE,RZE_cand_1061,0.0,6.0,11.3,1.6,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,3.7,0.2,5.71,0.2,absolute
1062,RZE,RZE_cand_1062,0.0,6.0,11.3,1.6,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,3.9,0.4,11.43,0.4,absolute
1063,RZE,RZE_cand_1063,0.0,6.0,11.3,1.6,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,4.1,0.6,17.14,0.6,absolute
1064,RZE,RZE_cand_1064,0.0,6.0,11.3,1.6,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,4.3,0.8,22.86,0.8,absolute
1065,RZE,RZE_cand_1065,0.0,6.0,11.3,1.6,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,4.5,1.0,28.57,1.0,absolute
1066,RZE,RZE_cand_1066,0.0,6.0,11.3,1.6,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,4.7,1.2,34.29,1.2,absolute
1067,RZE,RZE_cand_1067,0.0,6.0,11.3,1.6,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,4.9,1.4,40.0,1.4,absolute
1068,RZE,RZE_cand_1068,0.0,6.0,11.3,1.6,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,5.1,1.6,45.71,1.6,absolute
1069,RZE,RZE_cand_1069,0.0,6.0,11.3,1.6,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,5.3,1.8,51.43,1.8,absolute
1070,RZE,RZE_cand_1070,0.0,6.0,11.3,1.6,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,5.5,2.0,57.14,2.0,absolute
1071,RZE,RZE_cand_1071,0.0,6.0,11.3,1.6,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,5.7,2.2,62.86,2.2,absolute
1072,RZE,RZE_cand_1072,0.0,6.0,11.3,1.6,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,5.9,2.4,68.57,2.4,absolute
1073,RZE,RZE_cand_1073,0.0,6.0,11.3,1.6,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,6.1,2.6,74.29,2.6,absolute
1074,RZE,RZE_cand_1074,0.0,6.0,11.3,1.6,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,6.3,2.8,80.0,2.8,absolute
1075,RZE,RZE_cand_1075,0.0,6.0,11.3,1.6,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,6.5,3.0,85.71,3.0,absolute
1076,RZE,RZE_cand_1076,0.0,6.0,11.3,1.6,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,6.7,3.2,91.43,3.2,absolute
1077,RZE,RZE_cand_1077,0.0,6.0,11.3,1.6,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,6.9,3.4,97.14,3.4,absolute
1078,RZE,RZE_cand_1078,0.0,6.0,11.3,1.6,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,7.1,3.6,102.86,3.6,absolute
1079,RZE,RZE_cand_1079,0.0,6.0,11.3,1.6,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,7.3,3.8,108.57,3.8,absolute
1080,RZE,RZE_cand_1080,0.0,6.0,11.3,1.6,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,7.5,4.0,114.29,4.0,absolute
1081,RZE,RZE_cand_1081,0.0,6.0,11.3,1.6,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,7.7,4.2,120.0,4.2,absolute
1082,RZE,RZE_cand_1082,0.0,6.0,11.3,1.6,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,7.9,4.4,125.71,4.4,absolute
1083,RZE,RZE_cand_1083,0.0,6.0,11.3,1.6,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,8.1,4.6,131.43,4.6,absolute
1084,RZE,RZE_cand_1084,0.0,6.0,11.3,1.6,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,8.3,4.8,137.14,4.8,absolute
1085,RZE,RZE_cand_1085,0.0,6.0,11.3,1.6,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.6,-1.1,-40.74,-1.1,absolute,3.5,8.5,5.0,142.86,5.0,absolute
1086,RZE,RZE_cand_1086,0.0,6.0,11.3,1.7,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
1087,RZE,RZE_cand_1087,0.0,6.0,11.3,1.7,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
1088,RZE,RZE_cand_1088,0.0,6.0,11.3,1.7,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
1089,RZE,RZE_cand_1089,0.0,6.0,11.3,1.7,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
1090,RZE,RZE_cand_1090,0.0,6.0,11.3,1.7,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
1091,RZE,RZE_cand_1091,0.0,6.0,11.3,1.7,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
1092,RZE,RZE_cand_1092,0.0,6.0,11.3,1.7,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,3.7,0.2,5.71,0.2,absolute
1093,RZE,RZE_cand_1093,0.0,6.0,11.3,1.7,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,3.9,0.4,11.43,0.4,absolute
1094,RZE,RZE_cand_1094,0.0,6.0,11.3,1.7,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,4.1,0.6,17.14,0.6,absolute
1095,RZE,RZE_cand_1095,0.0,6.0,11.3,1.7,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,4.3,0.8,22.86,0.8,absolute
1096,RZE,RZE_cand_1096,0.0,6.0,11.3,1.7,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,4.5,1.0,28.57,1.0,absolute
1097,RZE,RZE_cand_1097,0.0,6.0,11.3,1.7,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,4.7,1.2,34.29,1.2,absolute
1098,RZE,RZE_cand_1098,0.0,6.0,11.3,1.7,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,4.9,1.4,40.0,1.4,absolute
1099,RZE,RZE_cand_1099,0.0,6.0,11.3,1.7,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,5.1,1.6,45.71,1.6,absolute
1100,RZE,RZE_cand_1100,0.0,6.0,11.3,1.7,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,5.3,1.8,51.43,1.8,absolute
1101,RZE,RZE_cand_1101,0.0,6.0,11.3,1.7,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,5.5,2.0,57.14,2.0,absolute
1102,RZE,RZE_cand_1102,0.0,6.0,11.3,1.7,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,5.7,2.2,62.86,2.2,absolute
1103,RZE,RZE_cand_1103,0.0,6.0,11.3,1.7,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,5.9,2.4,68.57,2.4,absolute
1104,RZE,RZE_cand_1104,0.0,6.0,11.3,1.7,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,6.1,2.6,74.29,2.6,absolute
1105,RZE,RZE_cand_1105,0.0,6.0,11.3,1.7,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,6.3,2.8,80.0,2.8,absolute
1106,RZE,RZE_cand_1106,0.0,6.0,11.3,1.7,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,6.5,3.0,85.71,3.0,absolute
1107,RZE,RZE_cand_1107,0.0,6.0,11.3,1.7,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,6.7,3.2,91.43,3.2,absolute
1108,RZE,RZE_cand_1108,0.0,6.0,11.3,1.7,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,6.9,3.4,97.14,3.4,absolute
1109,RZE,RZE_cand_1109,0.0,6.0,11.3,1.7,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,7.1,3.6,102.86,3.6,absolute
1110,RZE,RZE_cand_1110,0.0,6.0,11.3,1.7,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,7.3,3.8,108.57,3.8,absolute
1111,RZE,RZE_cand_1111,0.0,6.0,11.3,1.7,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,7.5,4.0,114.29,4.0,absolute
1112,RZE,RZE_cand_1112,0.0,6.0,11.3,1.7,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,7.7,4.2,120.0,4.2,absolute
1113,RZE,RZE_cand_1113,0.0,6.0,11.3,1.7,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,7.9,4.4,125.71,4.4,absolute
1114,RZE,RZE_cand_1114,0.0,6.0,11.3,1.7,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,8.1,4.6,131.43,4.6,absolute
1115,RZE,RZE_cand_1115,0.0,6.0,11.3,1.7,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,8.3,4.8,137.14,4.8,absolute
1116,RZE,RZE_cand_1116,0.0,6.0,11.3,1.7,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.4,absolute,2.7,1.7,-1.0,-37.04,-1.0,absolute,3.5,8.5,5.0,142.86,5.0,absolute
