candidate_id,base_name,name,i1,i2,i3,i4,o1,o2,i1_base,i1_new,i1_delta_abs,i1_delta_pct,i1_grid_value,i1_grid_mode,i4_base,i4_new,i4_delta_abs,i4_delta_pct,i4_grid_value,i4_grid_mode,o2_base,o2_new,o2_delta_abs,o2_delta_pct,o2_grid_value,o2_grid_mode
1,RZE,RZE_cand_1,0.0,6.0,11.3,0.7,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
2,RZE,RZE_cand_2,0.0,6.0,11.3,0.7,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
3,RZE,RZE_cand_3,0.0,6.0,11.3,0.7,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
4,RZE,RZE_cand_4,0.0,6.0,11.3,0.7,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
5,RZE,RZE_cand_5,0.0,6.0,11.3,0.7,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
6,RZE,RZE_cand_6,0.0,6.0,11.3,0.7,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
7,RZE,RZE_cand_7,0.0,6.0,11.3,0.7,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,3.7,0.2,5.71,0.2,absolute
8,RZE,RZE_cand_8,0.0,6.0,11.3,0.7,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,3.9,0.4,11.43,0.4,absolute
9,RZE,RZE_cand_9,0.0,6.0,11.3,0.7,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,4.1,0.6,17.14,0.6,absolute
10,RZE,RZE_cand_10,0.0,6.0,11.3,0.7,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,4.3,0.8,22.86,0.8,absolute
11,RZE,RZE_cand_11,0.0,6.0,11.3,0.7,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,4.5,1.0,28.57,1.0,absolute
12,RZE,RZE_cand_12,0.0,6.0,11.3,0.7,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,4.7,1.2,34.29,1.2,absolute
13,RZE,RZE_cand_13,0.0,6.0,11.3,0.7,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,4.9,1.4,40.0,1.4,absolute
14,RZE,RZE_cand_14,0.0,6.0,11.3,0.7,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,5.1,1.6,45.71,1.6,absolute
15,RZE,RZE_cand_15,0.0,6.0,11.3,0.7,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,5.3,1.8,51.43,1.8,absolute
16,RZE,RZE_cand_16,0.0,6.0,11.3,0.7,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,5.5,2.0,57.14,2.0,absolute
17,RZE,RZE_cand_17,0.0,6.0,11.3,0.7,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,5.7,2.2,62.86,2.2,absolute
18,RZE,RZE_cand_18,0.0,6.0,11.3,0.7,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,5.9,2.4,68.57,2.4,absolute
19,RZE,RZE_cand_19,0.0,6.0,11.3,0.7,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,6.1,2.6,74.29,2.6,absolute
20,RZE,RZE_cand_20,0.0,6.0,11.3,0.7,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,6.3,2.8,80.0,2.8,absolute
21,RZE,RZE_cand_21,0.0,6.0,11.3,0.7,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,6.5,3.0,85.71,3.0,absolute
22,RZE,RZE_cand_22,0.0,6.0,11.3,0.7,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,6.7,3.2,91.43,3.2,absolute
23,RZE,RZE_cand_23,0.0,6.0,11.3,0.7,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,6.9,3.4,97.14,3.4,absolute
24,RZE,RZE_cand_24,0.0,6.0,11.3,0.7,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,7.1,3.6,102.86,3.6,absolute
25,RZE,RZE_cand_25,0.0,6.0,11.3,0.7,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,7.3,3.8,108.57,3.8,absolute
26,RZE,RZE_cand_26,0.0,6.0,11.3,0.7,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,7.5,4.0,114.29,4.0,absolute
27,RZE,RZE_cand_27,0.0,6.0,11.3,0.7,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,7.7,4.2,120.0,4.2,absolute
28,RZE,RZE_cand_28,0.0,6.0,11.3,0.7,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,7.9,4.4,125.71,4.4,absolute
29,RZE,RZE_cand_29,0.0,6.0,11.3,0.7,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,8.1,4.6,131.43,4.6,absolute
30,RZE,RZE_cand_30,0.0,6.0,11.3,0.7,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,8.3,4.8,137.14,4.8,absolute
31,RZE,RZE_cand_31,0.0,6.0,11.3,0.7,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.7,-2.0,-74.07,-2.0,absolute,3.5,8.5,5.0,142.86,5.0,absolute
32,RZE,RZE_cand_32,0.0,6.0,11.3,0.8,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
33,RZE,RZE_cand_33,0.0,6.0,11.3,0.8,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
34,RZE,RZE_cand_34,0.0,6.0,11.3,0.8,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
35,RZE,RZE_cand_35,0.0,6.0,11.3,0.8,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
36,RZE,RZE_cand_36,0.0,6.0,11.3,0.8,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
37,RZE,RZE_cand_37,0.0,6.0,11.3,0.8,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
38,RZE,RZE_cand_38,0.0,6.0,11.3,0.8,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,3.7,0.2,5.71,0.2,absolute
39,RZE,RZE_cand_39,0.0,6.0,11.3,0.8,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,3.9,0.4,11.43,0.4,absolute
40,RZE,RZE_cand_40,0.0,6.0,11.3,0.8,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,4.1,0.6,17.14,0.6,absolute
41,RZE,RZE_cand_41,0.0,6.0,11.3,0.8,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,4.3,0.8,22.86,0.8,absolute
42,RZE,RZE_cand_42,0.0,6.0,11.3,0.8,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,4.5,1.0,28.57,1.0,absolute
43,RZE,RZE_cand_43,0.0,6.0,11.3,0.8,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,4.7,1.2,34.29,1.2,absolute
44,RZE,RZE_cand_44,0.0,6.0,11.3,0.8,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,4.9,1.4,40.0,1.4,absolute
45,RZE,RZE_cand_45,0.0,6.0,11.3,0.8,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,5.1,1.6,45.71,1.6,absolute
46,RZE,RZE_cand_46,0.0,6.0,11.3,0.8,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,5.3,1.8,51.43,1.8,absolute
47,RZE,RZE_cand_47,0.0,6.0,11.3,0.8,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,5.5,2.0,57.14,2.0,absolute
48,RZE,RZE_cand_48,0.0,6.0,11.3,0.8,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,5.7,2.2,62.86,2.2,absolute
49,RZE,RZE_cand_49,0.0,6.0,11.3,0.8,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,5.9,2.4,68.57,2.4,absolute
50,RZE,RZE_cand_50,0.0,6.0,11.3,0.8,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,6.1,2.6,74.29,2.6,absolute
51,RZE,RZE_cand_51,0.0,6.0,11.3,0.8,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,6.3,2.8,80.0,2.8,absolute
52,RZE,RZE_cand_52,0.0,6.0,11.3,0.8,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,6.5,3.0,85.71,3.0,absolute
53,RZE,RZE_cand_53,0.0,6.0,11.3,0.8,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,6.7,3.2,91.43,3.2,absolute
54,RZE,RZE_cand_54,0.0,6.0,11.3,0.8,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,6.9,3.4,97.14,3.4,absolute
55,RZE,RZE_cand_55,0.0,6.0,11.3,0.8,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,7.1,3.6,102.86,3.6,absolute
56,RZE,RZE_cand_56,0.0,6.0,11.3,0.8,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,7.3,3.8,108.57,3.8,absolute
57,RZE,RZE_cand_57,0.0,6.0,11.3,0.8,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,7.5,4.0,114.29,4.0,absolute
58,RZE,RZE_cand_58,0.0,6.0,11.3,0.8,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,7.7,4.2,120.0,4.2,absolute
59,RZE,RZE_cand_59,0.0,6.0,11.3,0.8,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,7.9,4.4,125.71,4.4,absolute
60,RZE,RZE_cand_60,0.0,6.0,11.3,0.8,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,8.1,4.6,131.43,4.6,absolute
61,RZE,RZE_cand_61,0.0,6.0,11.3,0.8,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,8.3,4.8,137.14,4.8,absolute
62,RZE,RZE_cand_62,0.0,6.0,11.3,0.8,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.8,-1.9,-70.37,-1.9,absolute,3.5,8.5,5.0,142.86,5.0,absolute
63,RZE,RZE_cand_63,0.0,6.0,11.3,0.9,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
64,RZE,RZE_cand_64,0.0,6.0,11.3,0.9,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
65,RZE,RZE_cand_65,0.0,6.0,11.3,0.9,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
66,RZE,RZE_cand_66,0.0,6.0,11.3,0.9,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
67,RZE,RZE_cand_67,0.0,6.0,11.3,0.9,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
68,RZE,RZE_cand_68,0.0,6.0,11.3,0.9,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
69,RZE,RZE_cand_69,0.0,6.0,11.3,0.9,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,3.7,0.2,5.71,0.2,absolute
70,RZE,RZE_cand_70,0.0,6.0,11.3,0.9,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,3.9,0.4,11.43,0.4,absolute
71,RZE,RZE_cand_71,0.0,6.0,11.3,0.9,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,4.1,0.6,17.14,0.6,absolute
72,RZE,RZE_cand_72,0.0,6.0,11.3,0.9,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,4.3,0.8,22.86,0.8,absolute
73,RZE,RZE_cand_73,0.0,6.0,11.3,0.9,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,4.5,1.0,28.57,1.0,absolute
74,RZE,RZE_cand_74,0.0,6.0,11.3,0.9,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,4.7,1.2,34.29,1.2,absolute
75,RZE,RZE_cand_75,0.0,6.0,11.3,0.9,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,4.9,1.4,40.0,1.4,absolute
76,RZE,RZE_cand_76,0.0,6.0,11.3,0.9,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,5.1,1.6,45.71,1.6,absolute
77,RZE,RZE_cand_77,0.0,6.0,11.3,0.9,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,5.3,1.8,51.43,1.8,absolute
78,RZE,RZE_cand_78,0.0,6.0,11.3,0.9,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,5.5,2.0,57.14,2.0,absolute
79,RZE,RZE_cand_79,0.0,6.0,11.3,0.9,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,5.7,2.2,62.86,2.2,absolute
80,RZE,RZE_cand_80,0.0,6.0,11.3,0.9,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,5.9,2.4,68.57,2.4,absolute
81,RZE,RZE_cand_81,0.0,6.0,11.3,0.9,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,6.1,2.6,74.29,2.6,absolute
82,RZE,RZE_cand_82,0.0,6.0,11.3,0.9,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,6.3,2.8,80.0,2.8,absolute
83,RZE,RZE_cand_83,0.0,6.0,11.3,0.9,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,6.5,3.0,85.71,3.0,absolute
84,RZE,RZE_cand_84,0.0,6.0,11.3,0.9,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,6.7,3.2,91.43,3.2,absolute
85,RZE,RZE_cand_85,0.0,6.0,11.3,0.9,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,6.9,3.4,97.14,3.4,absolute
86,RZE,RZE_cand_86,0.0,6.0,11.3,0.9,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,7.1,3.6,102.86,3.6,absolute
87,RZE,RZE_cand_87,0.0,6.0,11.3,0.9,0.3,7.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,7.3,3.8,108.57,3.8,absolute
88,RZE,RZE_cand_88,0.0,6.0,11.3,0.9,0.3,7.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,7.5,4.0,114.29,4.0,absolute
89,RZE,RZE_cand_89,0.0,6.0,11.3,0.9,0.3,7.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,7.7,4.2,120.0,4.2,absolute
90,RZE,RZE_cand_90,0.0,6.0,11.3,0.9,0.3,7.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,7.9,4.4,125.71,4.4,absolute
91,RZE,RZE_cand_91,0.0,6.0,11.3,0.9,0.3,8.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,8.1,4.6,131.43,4.6,absolute
92,RZE,RZE_cand_92,0.0,6.0,11.3,0.9,0.3,8.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,8.3,4.8,137.14,4.8,absolute
93,RZE,RZE_cand_93,0.0,6.0,11.3,0.9,0.3,8.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,0.9,-1.8,-66.67,-1.8,absolute,3.5,8.5,5.0,142.86,5.0,absolute
94,RZE,RZE_cand_94,0.0,6.0,11.3,1.0,0.3,2.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,2.5,-1.0,-28.57,-1.0,absolute
95,RZE,RZE_cand_95,0.0,6.0,11.3,1.0,0.3,2.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,2.7,-0.8,-22.86,-0.8,absolute
96,RZE,RZE_cand_96,0.0,6.0,11.3,1.0,0.3,2.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,2.9,-0.6,-17.14,-0.6,absolute
97,RZE,RZE_cand_97,0.0,6.0,11.3,1.0,0.3,3.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,3.1,-0.4,-11.43,-0.4,absolute
98,RZE,RZE_cand_98,0.0,6.0,11.3,1.0,0.3,3.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,3.3,-0.2,-5.71,-0.2,absolute
99,RZE,RZE_cand_99,0.0,6.0,11.3,1.0,0.3,3.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,3.5,0.0,0.0,-0.0,absolute
100,RZE,RZE_cand_100,0.0,6.0,11.3,1.0,0.3,3.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,3.7,0.2,5.71,0.2,absolute
101,RZE,RZE_cand_101,0.0,6.0,11.3,1.0,0.3,3.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,3.9,0.4,11.43,0.4,absolute
102,RZE,RZE_cand_102,0.0,6.0,11.3,1.0,0.3,4.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,4.1,0.6,17.14,0.6,absolute
103,RZE,RZE_cand_103,0.0,6.0,11.3,1.0,0.3,4.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,4.3,0.8,22.86,0.8,absolute
104,RZE,RZE_cand_104,0.0,6.0,11.3,1.0,0.3,4.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,4.5,1.0,28.57,1.0,absolute
105,RZE,RZE_cand_105,0.0,6.0,11.3,1.0,0.3,4.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,4.7,1.2,34.29,1.2,absolute
106,RZE,RZE_cand_106,0.0,6.0,11.3,1.0,0.3,4.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,4.9,1.4,40.0,1.4,absolute
107,RZE,RZE_cand_107,0.0,6.0,11.3,1.0,0.3,5.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,5.1,1.6,45.71,1.6,absolute
108,RZE,RZE_cand_108,0.0,6.0,11.3,1.0,0.3,5.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,5.3,1.8,51.43,1.8,absolute
109,RZE,RZE_cand_109,0.0,6.0,11.3,1.0,0.3,5.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,5.5,2.0,57.14,2.0,absolute
110,RZE,RZE_cand_110,0.0,6.0,11.3,1.0,0.3,5.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,5.7,2.2,62.86,2.2,absolute
111,RZE,RZE_cand_111,0.0,6.0,11.3,1.0,0.3,5.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,5.9,2.4,68.57,2.4,absolute
112,RZE,RZE_cand_112,0.0,6.0,11.3,1.0,0.3,6.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,6.1,2.6,74.29,2.6,absolute
113,RZE,RZE_cand_113,0.0,6.0,11.3,1.0,0.3,6.3,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,6.3,2.8,80.0,2.8,absolute
114,RZE,RZE_cand_114,0.0,6.0,11.3,1.0,0.3,6.5,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,6.5,3.0,85.71,3.0,absolute
115,RZE,RZE_cand_115,0.0,6.0,11.3,1.0,0.3,6.7,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,6.7,3.2,91.43,3.2,absolute
116,RZE,RZE_cand_116,0.0,6.0,11.3,1.0,0.3,6.9,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,6.9,3.4,97.14,3.4,absolute
117,RZE,RZE_cand_117,0.0,6.0,11.3,1.0,0.3,7.1,0.6,0.0,-0.6,-100.0,-1.5,absolute,2.7,1.0,-1.7,-62.96,-1.7,absolute,3.5,7.1,3.6,102.86,3.6,absolute
