name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,LCJ_efficiency
RZE__to__LCJ_cand_470,0.6,6,11.3,3.9,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_471,0.6,6,11.3,3.9,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_472,0.6,6,11.3,3.9,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_473,0.6,6,11.3,3.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_474,0.6,6,11.3,3.9,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_475,0.6,6,11.3,3.9,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_476,0.6,6,11.3,3.9,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_477,0.6,6,11.3,3.9,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_478,0.6,6,11.3,3.9,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_479,0.6,6,11.3,3.9,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_480,0.6,6,11.3,4.260000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_481,0.6,6,11.3,4.260000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_482,0.6,6,11.3,4.260000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_483,0.6,6,11.3,4.260000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_484,0.6,6,11.3,4.260000000000002,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_485,0.6,6,11.3,4.260000000000002,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_486,0.6,6,11.3,4.260000000000002,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_487,0.6,6,11.3,4.260000000000002,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_488,0.6,6,11.3,4.260000000000002,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_489,0.6,6,11.3,4.260000000000002,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_490,0.6,6,11.3,4.650000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_491,0.6,6,11.3,4.650000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_492,0.6,6,11.3,4.650000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_493,0.6,6,11.3,4.650000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_494,0.6,6,11.3,4.650000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_495,0.6,6,11.3,4.650000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_496,0.6,6,11.3,4.650000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_497,0.6,6,11.3,4.650000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_498,0.6,6,11.3,4.650000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_499,0.6,6,11.3,4.650000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_500,0.6,6,11.3,5.040000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_501,0.6,6,11.3,5.040000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_502,0.6,6,11.3,5.040000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_503,0.6,6,11.3,5.040000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_504,0.6,6,11.3,5.040000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_505,0.6,6,11.3,5.040000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_506,0.6,6,11.3,5.040000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_507,0.6,6,11.3,5.040000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_508,0.6,6,11.3,5.040000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_509,0.6,6,11.3,5.040000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_510,0.6,6,11.3,5.4300000000000015,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_511,0.6,6,11.3,5.4300000000000015,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_512,0.6,6,11.3,5.4300000000000015,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_513,0.6,6,11.3,5.4300000000000015,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_514,0.6,6,11.3,5.4300000000000015,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_515,0.6,6,11.3,5.4300000000000015,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_516,0.6,6,11.3,5.4300000000000015,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_517,0.6,6,11.3,5.4300000000000015,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_518,0.6,6,11.3,5.4300000000000015,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_519,0.6,6,11.3,5.4300000000000015,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_520,0.6000000000000001,6,11.3,1.5300000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_521,0.6000000000000001,6,11.3,1.5300000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_522,0.6000000000000001,6,11.3,1.5300000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_523,0.6000000000000001,6,11.3,1.5300000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_524,0.6000000000000001,6,11.3,1.5300000000000002,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_525,0.6000000000000001,6,11.3,1.5300000000000002,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_526,0.6000000000000001,6,11.3,1.5300000000000002,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_527,0.6000000000000001,6,11.3,1.5300000000000002,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_528,0.6000000000000001,6,11.3,1.5300000000000002,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_529,0.6000000000000001,6,11.3,1.5300000000000002,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_530,0.6000000000000001,6,11.3,1.9200000000000004,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_531,0.6000000000000001,6,11.3,1.9200000000000004,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_532,0.6000000000000001,6,11.3,1.9200000000000004,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_533,0.6000000000000001,6,11.3,1.9200000000000004,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_534,0.6000000000000001,6,11.3,1.9200000000000004,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_535,0.6000000000000001,6,11.3,1.9200000000000004,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_536,0.6000000000000001,6,11.3,1.9200000000000004,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_537,0.6000000000000001,6,11.3,1.9200000000000004,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_538,0.6000000000000001,6,11.3,1.9200000000000004,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_539,0.6000000000000001,6,11.3,1.9200000000000004,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_540,0.6000000000000001,6,11.3,2.3100000000000005,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_541,0.6000000000000001,6,11.3,2.3100000000000005,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_542,0.6000000000000001,6,11.3,2.3100000000000005,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_543,0.6000000000000001,6,11.3,2.3100000000000005,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_544,0.6000000000000001,6,11.3,2.3100000000000005,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_545,0.6000000000000001,6,11.3,2.3100000000000005,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_546,0.6000000000000001,6,11.3,2.3100000000000005,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_547,0.6000000000000001,6,11.3,2.3100000000000005,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_548,0.6000000000000001,6,11.3,2.3100000000000005,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_549,0.6000000000000001,6,11.3,2.3100000000000005,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_550,0.6000000000000001,6,11.3,2.7,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_551,0.6000000000000001,6,11.3,2.7,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_552,0.6000000000000001,6,11.3,2.7,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_553,0.6000000000000001,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_554,0.6000000000000001,6,11.3,2.7,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_555,0.6000000000000001,6,11.3,2.7,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_556,0.6000000000000001,6,11.3,2.7,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_557,0.6000000000000001,6,11.3,2.7,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_558,0.6000000000000001,6,11.3,2.7,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_559,0.6000000000000001,6,11.3,2.7,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_560,0.6000000000000001,6,11.3,2.7000000000000006,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_561,0.6000000000000001,6,11.3,2.7000000000000006,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_562,0.6000000000000001,6,11.3,2.7000000000000006,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_563,0.6000000000000001,6,11.3,2.7000000000000006,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_564,0.6000000000000001,6,11.3,2.7000000000000006,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_565,0.6000000000000001,6,11.3,2.7000000000000006,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_566,0.6000000000000001,6,11.3,2.7000000000000006,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_567,0.6000000000000001,6,11.3,2.7000000000000006,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_568,0.6000000000000001,6,11.3,2.7000000000000006,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_569,0.6000000000000001,6,11.3,2.7000000000000006,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_570,0.6000000000000001,6,11.3,3.0900000000000007,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_571,0.6000000000000001,6,11.3,3.0900000000000007,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_572,0.6000000000000001,6,11.3,3.0900000000000007,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_573,0.6000000000000001,6,11.3,3.0900000000000007,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_574,0.6000000000000001,6,11.3,3.0900000000000007,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_575,0.6000000000000001,6,11.3,3.0900000000000007,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_576,0.6000000000000001,6,11.3,3.0900000000000007,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_577,0.6000000000000001,6,11.3,3.0900000000000007,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_578,0.6000000000000001,6,11.3,3.0900000000000007,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_579,0.6000000000000001,6,11.3,3.0900000000000007,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_580,0.6000000000000001,6,11.3,3.480000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_581,0.6000000000000001,6,11.3,3.480000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_582,0.6000000000000001,6,11.3,3.480000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_583,0.6000000000000001,6,11.3,3.480000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_584,0.6000000000000001,6,11.3,3.480000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_585,0.6000000000000001,6,11.3,3.480000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_586,0.6000000000000001,6,11.3,3.480000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_587,0.6000000000000001,6,11.3,3.480000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_588,0.6000000000000001,6,11.3,3.480000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_589,0.6000000000000001,6,11.3,3.480000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_590,0.6000000000000001,6,11.3,3.870000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_591,0.6000000000000001,6,11.3,3.870000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_592,0.6000000000000001,6,11.3,3.870000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_593,0.6000000000000001,6,11.3,3.870000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_594,0.6000000000000001,6,11.3,3.870000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_595,0.6000000000000001,6,11.3,3.870000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_596,0.6000000000000001,6,11.3,3.870000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_597,0.6000000000000001,6,11.3,3.870000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_598,0.6000000000000001,6,11.3,3.870000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_599,0.6000000000000001,6,11.3,3.870000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_600,0.6000000000000001,6,11.3,3.9,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_601,0.6000000000000001,6,11.3,3.9,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_602,0.6000000000000001,6,11.3,3.9,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_603,0.6000000000000001,6,11.3,3.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_604,0.6000000000000001,6,11.3,3.9,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_605,0.6000000000000001,6,11.3,3.9,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_606,0.6000000000000001,6,11.3,3.9,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_607,0.6000000000000001,6,11.3,3.9,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_608,0.6000000000000001,6,11.3,3.9,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_609,0.6000000000000001,6,11.3,3.9,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_610,0.6000000000000001,6,11.3,4.260000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_611,0.6000000000000001,6,11.3,4.260000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_612,0.6000000000000001,6,11.3,4.260000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_613,0.6000000000000001,6,11.3,4.260000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_614,0.6000000000000001,6,11.3,4.260000000000002,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_615,0.6000000000000001,6,11.3,4.260000000000002,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_616,0.6000000000000001,6,11.3,4.260000000000002,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_617,0.6000000000000001,6,11.3,4.260000000000002,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_618,0.6000000000000001,6,11.3,4.260000000000002,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_619,0.6000000000000001,6,11.3,4.260000000000002,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_620,0.6000000000000001,6,11.3,4.650000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_621,0.6000000000000001,6,11.3,4.650000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_622,0.6000000000000001,6,11.3,4.650000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_623,0.6000000000000001,6,11.3,4.650000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_624,0.6000000000000001,6,11.3,4.650000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_625,0.6000000000000001,6,11.3,4.650000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_626,0.6000000000000001,6,11.3,4.650000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_627,0.6000000000000001,6,11.3,4.650000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_628,0.6000000000000001,6,11.3,4.650000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_629,0.6000000000000001,6,11.3,4.650000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_630,0.6000000000000001,6,11.3,5.040000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_631,0.6000000000000001,6,11.3,5.040000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_632,0.6000000000000001,6,11.3,5.040000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_633,0.6000000000000001,6,11.3,5.040000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_634,0.6000000000000001,6,11.3,5.040000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_635,0.6000000000000001,6,11.3,5.040000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_636,0.6000000000000001,6,11.3,5.040000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_637,0.6000000000000001,6,11.3,5.040000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_638,0.6000000000000001,6,11.3,5.040000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_639,0.6000000000000001,6,11.3,5.040000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_640,0.6000000000000001,6,11.3,5.4300000000000015,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_641,0.6000000000000001,6,11.3,5.4300000000000015,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_642,0.6000000000000001,6,11.3,5.4300000000000015,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_643,0.6000000000000001,6,11.3,5.4300000000000015,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_644,0.6000000000000001,6,11.3,5.4300000000000015,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_645,0.6000000000000001,6,11.3,5.4300000000000015,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_646,0.6000000000000001,6,11.3,5.4300000000000015,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_647,0.6000000000000001,6,11.3,5.4300000000000015,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_648,0.6000000000000001,6,11.3,5.4300000000000015,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_649,0.6000000000000001,6,11.3,5.4300000000000015,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_650,0.7000000000000002,6,11.3,1.5300000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_651,0.7000000000000002,6,11.3,1.5300000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_652,0.7000000000000002,6,11.3,1.5300000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_653,0.7000000000000002,6,11.3,1.5300000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_654,0.7000000000000002,6,11.3,1.5300000000000002,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_655,0.7000000000000002,6,11.3,1.5300000000000002,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_656,0.7000000000000002,6,11.3,1.5300000000000002,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_657,0.7000000000000002,6,11.3,1.5300000000000002,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_658,0.7000000000000002,6,11.3,1.5300000000000002,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_659,0.7000000000000002,6,11.3,1.5300000000000002,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_660,0.7000000000000002,6,11.3,1.9200000000000004,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_661,0.7000000000000002,6,11.3,1.9200000000000004,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_662,0.7000000000000002,6,11.3,1.9200000000000004,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_663,0.7000000000000002,6,11.3,1.9200000000000004,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_664,0.7000000000000002,6,11.3,1.9200000000000004,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_665,0.7000000000000002,6,11.3,1.9200000000000004,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_666,0.7000000000000002,6,11.3,1.9200000000000004,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_667,0.7000000000000002,6,11.3,1.9200000000000004,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_668,0.7000000000000002,6,11.3,1.9200000000000004,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_669,0.7000000000000002,6,11.3,1.9200000000000004,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_670,0.7000000000000002,6,11.3,2.3100000000000005,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_671,0.7000000000000002,6,11.3,2.3100000000000005,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_672,0.7000000000000002,6,11.3,2.3100000000000005,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_673,0.7000000000000002,6,11.3,2.3100000000000005,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_674,0.7000000000000002,6,11.3,2.3100000000000005,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_675,0.7000000000000002,6,11.3,2.3100000000000005,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_676,0.7000000000000002,6,11.3,2.3100000000000005,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_677,0.7000000000000002,6,11.3,2.3100000000000005,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_678,0.7000000000000002,6,11.3,2.3100000000000005,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_679,0.7000000000000002,6,11.3,2.3100000000000005,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_680,0.7000000000000002,6,11.3,2.7,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_681,0.7000000000000002,6,11.3,2.7,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_682,0.7000000000000002,6,11.3,2.7,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_683,0.7000000000000002,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_684,0.7000000000000002,6,11.3,2.7,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_685,0.7000000000000002,6,11.3,2.7,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_686,0.7000000000000002,6,11.3,2.7,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_687,0.7000000000000002,6,11.3,2.7,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_688,0.7000000000000002,6,11.3,2.7,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_689,0.7000000000000002,6,11.3,2.7,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_690,0.7000000000000002,6,11.3,2.7000000000000006,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_691,0.7000000000000002,6,11.3,2.7000000000000006,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_692,0.7000000000000002,6,11.3,2.7000000000000006,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_693,0.7000000000000002,6,11.3,2.7000000000000006,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_694,0.7000000000000002,6,11.3,2.7000000000000006,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_695,0.7000000000000002,6,11.3,2.7000000000000006,0.3,4.2,1.0000000000,true,1.0000000000
