name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,LCJ_efficiency
RZE__to__LCJ_cand_230,0.4,6,11.3,4.650000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_231,0.4,6,11.3,4.650000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_232,0.4,6,11.3,4.650000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_233,0.4,6,11.3,4.650000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_234,0.4,6,11.3,4.650000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_235,0.4,6,11.3,4.650000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_236,0.4,6,11.3,4.650000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_237,0.4,6,11.3,4.650000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_238,0.4,6,11.3,4.650000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_239,0.4,6,11.3,4.650000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_240,0.4,6,11.3,5.040000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_241,0.4,6,11.3,5.040000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_242,0.4,6,11.3,5.040000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_243,0.4,6,11.3,5.040000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_244,0.4,6,11.3,5.040000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_245,0.4,6,11.3,5.040000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_246,0.4,6,11.3,5.040000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_247,0.4,6,11.3,5.040000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_248,0.4,6,11.3,5.040000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_249,0.4,6,11.3,5.040000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_250,0.4,6,11.3,5.4300000000000015,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_251,0.4,6,11.3,5.4300000000000015,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_252,0.4,6,11.3,5.4300000000000015,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_253,0.4,6,11.3,5.4300000000000015,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_254,0.4,6,11.3,5.4300000000000015,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_255,0.4,6,11.3,5.4300000000000015,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_256,0.4,6,11.3,5.4300000000000015,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_257,0.4,6,11.3,5.4300000000000015,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_258,0.4,6,11.3,5.4300000000000015,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_259,0.4,6,11.3,5.4300000000000015,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_260,0.5,6,11.3,1.5300000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_261,0.5,6,11.3,1.5300000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_262,0.5,6,11.3,1.5300000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_263,0.5,6,11.3,1.5300000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_264,0.5,6,11.3,1.5300000000000002,0.3,3.92,1.0000000000,true,0.8928571429
RZE__to__LCJ_cand_265,0.5,6,11.3,1.5300000000000002,0.3,4.2,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_266,0.5,6,11.3,1.5300000000000002,0.3,4.34,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_267,0.5,6,11.3,1.5300000000000002,0.3,4.76,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_268,0.5,6,11.3,1.5300000000000002,0.3,5.18,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_269,0.5,6,11.3,1.5300000000000002,0.3,5.6,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_270,0.5,6,11.3,1.9200000000000004,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_271,0.5,6,11.3,1.9200000000000004,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_272,0.5,6,11.3,1.9200000000000004,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_273,0.5,6,11.3,1.9200000000000004,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_274,0.5,6,11.3,1.9200000000000004,0.3,3.92,1.0000000000,true,0.8928571429
RZE__to__LCJ_cand_275,0.5,6,11.3,1.9200000000000004,0.3,4.2,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_276,0.5,6,11.3,1.9200000000000004,0.3,4.34,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_277,0.5,6,11.3,1.9200000000000004,0.3,4.76,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_278,0.5,6,11.3,1.9200000000000004,0.3,5.18,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_279,0.5,6,11.3,1.9200000000000004,0.3,5.6,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_280,0.5,6,11.3,2.3100000000000005,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_281,0.5,6,11.3,2.3100000000000005,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_282,0.5,6,11.3,2.3100000000000005,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_283,0.5,6,11.3,2.3100000000000005,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_284,0.5,6,11.3,2.3100000000000005,0.3,3.92,1.0000000000,true,0.8928571429
RZE__to__LCJ_cand_285,0.5,6,11.3,2.3100000000000005,0.3,4.2,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_286,0.5,6,11.3,2.3100000000000005,0.3,4.34,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_287,0.5,6,11.3,2.3100000000000005,0.3,4.76,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_288,0.5,6,11.3,2.3100000000000005,0.3,5.18,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_289,0.5,6,11.3,2.3100000000000005,0.3,5.6,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_290,0.5,6,11.3,2.7,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_291,0.5,6,11.3,2.7,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_292,0.5,6,11.3,2.7,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_293,0.5,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_294,0.5,6,11.3,2.7,0.3,3.92,1.0000000000,true,0.8928571429
RZE__to__LCJ_cand_295,0.5,6,11.3,2.7,0.3,4.2,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_296,0.5,6,11.3,2.7,0.3,4.34,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_297,0.5,6,11.3,2.7,0.3,4.76,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_298,0.5,6,11.3,2.7,0.3,5.18,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_299,0.5,6,11.3,2.7,0.3,5.6,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_300,0.5,6,11.3,2.7000000000000006,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_301,0.5,6,11.3,2.7000000000000006,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_302,0.5,6,11.3,2.7000000000000006,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_303,0.5,6,11.3,2.7000000000000006,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_304,0.5,6,11.3,2.7000000000000006,0.3,3.92,1.0000000000,true,0.8928571429
RZE__to__LCJ_cand_305,0.5,6,11.3,2.7000000000000006,0.3,4.2,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_306,0.5,6,11.3,2.7000000000000006,0.3,4.34,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_307,0.5,6,11.3,2.7000000000000006,0.3,4.76,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_308,0.5,6,11.3,2.7000000000000006,0.3,5.18,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_309,0.5,6,11.3,2.7000000000000006,0.3,5.6,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_310,0.5,6,11.3,3.0900000000000007,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_311,0.5,6,11.3,3.0900000000000007,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_312,0.5,6,11.3,3.0900000000000007,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_313,0.5,6,11.3,3.0900000000000007,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_314,0.5,6,11.3,3.0900000000000007,0.3,3.92,1.0000000000,true,0.8928571429
RZE__to__LCJ_cand_315,0.5,6,11.3,3.0900000000000007,0.3,4.2,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_316,0.5,6,11.3,3.0900000000000007,0.3,4.34,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_317,0.5,6,11.3,3.0900000000000007,0.3,4.76,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_318,0.5,6,11.3,3.0900000000000007,0.3,5.18,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_319,0.5,6,11.3,3.0900000000000007,0.3,5.6,1.0000000000,true,0.8333333333
RZE__to__LCJ_cand_320,0.5,6,11.3,3.480000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_321,0.5,6,11.3,3.480000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_322,0.5,6,11.3,3.480000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_323,0.5,6,11.3,3.480000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_324,0.5,6,11.3,3.480000000000001,0.3,3.92,1.0000000000,true,0.9560439560
RZE__to__LCJ_cand_325,0.5,6,11.3,3.480000000000001,0.3,4.2,1.0000000000,true,0.8923076923
RZE__to__LCJ_cand_326,0.5,6,11.3,3.480000000000001,0.3,4.34,1.0000000000,true,0.8923076923
RZE__to__LCJ_cand_327,0.5,6,11.3,3.480000000000001,0.3,4.76,1.0000000000,true,0.8923076923
RZE__to__LCJ_cand_328,0.5,6,11.3,3.480000000000001,0.3,5.18,1.0000000000,true,0.8923076923
RZE__to__LCJ_cand_329,0.5,6,11.3,3.480000000000001,0.3,5.6,1.0000000000,true,0.8923076923
RZE__to__LCJ_cand_330,0.5,6,11.3,3.870000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_331,0.5,6,11.3,3.870000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_332,0.5,6,11.3,3.870000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_333,0.5,6,11.3,3.870000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_334,0.5,6,11.3,3.870000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_335,0.5,6,11.3,3.870000000000001,0.3,4.2,1.0000000000,true,0.9923076923
RZE__to__LCJ_cand_336,0.5,6,11.3,3.870000000000001,0.3,4.34,1.0000000000,true,0.9923076923
RZE__to__LCJ_cand_337,0.5,6,11.3,3.870000000000001,0.3,4.76,1.0000000000,true,0.9923076923
RZE__to__LCJ_cand_338,0.5,6,11.3,3.870000000000001,0.3,5.18,1.0000000000,true,0.9923076923
RZE__to__LCJ_cand_339,0.5,6,11.3,3.870000000000001,0.3,5.6,1.0000000000,true,0.9923076923
RZE__to__LCJ_cand_340,0.5,6,11.3,3.9,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_341,0.5,6,11.3,3.9,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_342,0.5,6,11.3,3.9,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_343,0.5,6,11.3,3.9,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_344,0.5,6,11.3,3.9,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_345,0.5,6,11.3,3.9,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_346,0.5,6,11.3,3.9,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_347,0.5,6,11.3,3.9,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_348,0.5,6,11.3,3.9,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_349,0.5,6,11.3,3.9,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_350,0.5,6,11.3,4.260000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_351,0.5,6,11.3,4.260000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_352,0.5,6,11.3,4.260000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_353,0.5,6,11.3,4.260000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_354,0.5,6,11.3,4.260000000000002,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_355,0.5,6,11.3,4.260000000000002,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_356,0.5,6,11.3,4.260000000000002,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_357,0.5,6,11.3,4.260000000000002,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_358,0.5,6,11.3,4.260000000000002,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_359,0.5,6,11.3,4.260000000000002,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_360,0.5,6,11.3,4.650000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_361,0.5,6,11.3,4.650000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_362,0.5,6,11.3,4.650000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_363,0.5,6,11.3,4.650000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_364,0.5,6,11.3,4.650000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_365,0.5,6,11.3,4.650000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_366,0.5,6,11.3,4.650000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_367,0.5,6,11.3,4.650000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_368,0.5,6,11.3,4.650000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_369,0.5,6,11.3,4.650000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_370,0.5,6,11.3,5.040000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_371,0.5,6,11.3,5.040000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_372,0.5,6,11.3,5.040000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_373,0.5,6,11.3,5.040000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_374,0.5,6,11.3,5.040000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_375,0.5,6,11.3,5.040000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_376,0.5,6,11.3,5.040000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_377,0.5,6,11.3,5.040000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_378,0.5,6,11.3,5.040000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_379,0.5,6,11.3,5.040000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_380,0.5,6,11.3,5.4300000000000015,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_381,0.5,6,11.3,5.4300000000000015,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_382,0.5,6,11.3,5.4300000000000015,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_383,0.5,6,11.3,5.4300000000000015,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_384,0.5,6,11.3,5.4300000000000015,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_385,0.5,6,11.3,5.4300000000000015,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_386,0.5,6,11.3,5.4300000000000015,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_387,0.5,6,11.3,5.4300000000000015,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_388,0.5,6,11.3,5.4300000000000015,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_389,0.5,6,11.3,5.4300000000000015,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_390,0.6,6,11.3,1.5300000000000002,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_391,0.6,6,11.3,1.5300000000000002,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_392,0.6,6,11.3,1.5300000000000002,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_393,0.6,6,11.3,1.5300000000000002,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_394,0.6,6,11.3,1.5300000000000002,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_395,0.6,6,11.3,1.5300000000000002,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_396,0.6,6,11.3,1.5300000000000002,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_397,0.6,6,11.3,1.5300000000000002,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_398,0.6,6,11.3,1.5300000000000002,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_399,0.6,6,11.3,1.5300000000000002,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_400,0.6,6,11.3,1.9200000000000004,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_401,0.6,6,11.3,1.9200000000000004,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_402,0.6,6,11.3,1.9200000000000004,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_403,0.6,6,11.3,1.9200000000000004,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_404,0.6,6,11.3,1.9200000000000004,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_405,0.6,6,11.3,1.9200000000000004,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_406,0.6,6,11.3,1.9200000000000004,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_407,0.6,6,11.3,1.9200000000000004,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_408,0.6,6,11.3,1.9200000000000004,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_409,0.6,6,11.3,1.9200000000000004,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_410,0.6,6,11.3,2.3100000000000005,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_411,0.6,6,11.3,2.3100000000000005,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_412,0.6,6,11.3,2.3100000000000005,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_413,0.6,6,11.3,2.3100000000000005,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_414,0.6,6,11.3,2.3100000000000005,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_415,0.6,6,11.3,2.3100000000000005,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_416,0.6,6,11.3,2.3100000000000005,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_417,0.6,6,11.3,2.3100000000000005,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_418,0.6,6,11.3,2.3100000000000005,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_419,0.6,6,11.3,2.3100000000000005,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_420,0.6,6,11.3,2.7,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_421,0.6,6,11.3,2.7,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_422,0.6,6,11.3,2.7,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_423,0.6,6,11.3,2.7,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_424,0.6,6,11.3,2.7,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_425,0.6,6,11.3,2.7,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_426,0.6,6,11.3,2.7,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_427,0.6,6,11.3,2.7,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_428,0.6,6,11.3,2.7,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_429,0.6,6,11.3,2.7,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_430,0.6,6,11.3,2.7000000000000006,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_431,0.6,6,11.3,2.7000000000000006,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_432,0.6,6,11.3,2.7000000000000006,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_433,0.6,6,11.3,2.7000000000000006,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_434,0.6,6,11.3,2.7000000000000006,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_435,0.6,6,11.3,2.7000000000000006,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_436,0.6,6,11.3,2.7000000000000006,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_437,0.6,6,11.3,2.7000000000000006,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_438,0.6,6,11.3,2.7000000000000006,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_439,0.6,6,11.3,2.7000000000000006,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_440,0.6,6,11.3,3.0900000000000007,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_441,0.6,6,11.3,3.0900000000000007,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_442,0.6,6,11.3,3.0900000000000007,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_443,0.6,6,11.3,3.0900000000000007,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_444,0.6,6,11.3,3.0900000000000007,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_445,0.6,6,11.3,3.0900000000000007,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_446,0.6,6,11.3,3.0900000000000007,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_447,0.6,6,11.3,3.0900000000000007,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_448,0.6,6,11.3,3.0900000000000007,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_449,0.6,6,11.3,3.0900000000000007,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_450,0.6,6,11.3,3.480000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_451,0.6,6,11.3,3.480000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_452,0.6,6,11.3,3.480000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_453,0.6,6,11.3,3.480000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_454,0.6,6,11.3,3.480000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_455,0.6,6,11.3,3.480000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_456,0.6,6,11.3,3.480000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_457,0.6,6,11.3,3.480000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_458,0.6,6,11.3,3.480000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_459,0.6,6,11.3,3.480000000000001,0.3,5.6,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_460,0.6,6,11.3,3.870000000000001,0.3,2.24,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_461,0.6,6,11.3,3.870000000000001,0.3,2.66,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_462,0.6,6,11.3,3.870000000000001,0.3,3.08,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_463,0.6,6,11.3,3.870000000000001,0.3,3.5,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_464,0.6,6,11.3,3.870000000000001,0.3,3.92,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_465,0.6,6,11.3,3.870000000000001,0.3,4.2,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_466,0.6,6,11.3,3.870000000000001,0.3,4.34,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_467,0.6,6,11.3,3.870000000000001,0.3,4.76,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_468,0.6,6,11.3,3.870000000000001,0.3,5.18,1.0000000000,true,1.0000000000
RZE__to__LCJ_cand_469,0.6,6,11.3,3.870000000000001,0.3,5.6,1.0000000000,true,1.0000000000
