name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WAW_efficiency,min_distance_to_false
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_363,0.324,6,11.3,7.0,0.3,2.5201199999999986,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_288,0.324,6,11.3,1.1050000000000004,0.3,-50.01069999999999,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_372,0.324,6,11.3,8.315000000000001,0.3,-50.01069999999999,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_312,0.324,6,11.3,2.995000000000001,0.3,-50.01069999999999,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_361,0.324,6,11.3,7.0,0.3,-23.74529,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_351,0.324,6,11.3,6.985000000000001,0.3,2.5201199999999986,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_360,0.324,6,11.3,7.0,0.3,-50.01069999999999,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_373,0.324,6,11.3,8.315000000000001,0.3,-23.74529,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_289,0.324,6,11.3,1.1050000000000004,0.3,-23.74529,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_385,0.324,6,11.3,9.645,0.3,-23.74529,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_386,0.324,6,11.3,9.645,0.3,-8.539000000000001,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_387,0.324,6,11.3,9.645,0.3,2.5201199999999986,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_384,0.324,6,11.3,9.645,0.3,-50.01069999999999,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_374,0.324,6,11.3,8.315000000000001,0.3,-8.539000000000001,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_375,0.324,6,11.3,8.315000000000001,0.3,2.5201199999999986,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_362,0.324,6,11.3,7.0,0.3,-8.539000000000001,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_279,0.324,6,11.3,0.3350000000000004,0.3,2.5201199999999986,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_303,0.324,6,11.3,1.6650000000000005,0.3,2.5201199999999986,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_313,0.324,6,11.3,2.995000000000001,0.3,-23.74529,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_301,0.324,6,11.3,1.6650000000000005,0.3,-23.74529,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_278,0.324,6,11.3,0.3350000000000004,0.3,-8.539000000000001,1.0,True,1.0,0.8399999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_529,3.1590000000000003,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_528,3.1590000000000003,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_924,9.144,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_925,9.144,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_531,3.1590000000000003,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_530,3.1590000000000003,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1058,10.5,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1059,10.5,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1056,10.5,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_794,7.149000000000001,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_793,7.149000000000001,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_792,7.149000000000001,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1057,10.5,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_926,9.144,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_795,7.149000000000001,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_927,9.144,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1455,15.129,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1454,15.129,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_662,5.154,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_661,5.154,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1453,15.129,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_663,5.154,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_660,5.154,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1323,13.134,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1321,13.134,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1320,13.134,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1452,15.129,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1322,13.134,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1190,11.139,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1191,11.139,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1188,11.139,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1189,11.139,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_396,1.164,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_397,1.164,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_398,1.164,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_399,1.164,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.33
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_267,0.324,6,11.3,-0.9949999999999996,0.3,2.5201199999999986,1.0,True,1.0,1.5730543537970962
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_266,0.324,6,11.3,-0.9949999999999996,0.3,-8.539000000000001,1.0,True,1.0,1.5730543537970962
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_264,0.324,6,11.3,-0.9949999999999996,0.3,-50.01069999999999,1.0,True,1.0,1.5730543537970962
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_265,0.324,6,11.3,-0.9949999999999996,0.3,-23.74529,1.0,True,1.0,1.5730543537970962
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_204,-0.831,6,11.3,5.655000000000001,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_193,-0.831,6,11.3,4.325000000000001,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_182,-0.831,6,11.3,2.995000000000001,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_195,-0.831,6,11.3,4.325000000000001,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_231,-0.831,6,11.3,7.0,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_171,-0.831,6,11.3,1.6650000000000005,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_159,-0.831,6,11.3,1.1050000000000004,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_217,-0.831,6,11.3,6.985000000000001,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_206,-0.831,6,11.3,5.655000000000001,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_205,-0.831,6,11.3,5.655000000000001,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_253,-0.831,6,11.3,9.645,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_157,-0.831,6,11.3,1.1050000000000004,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_218,-0.831,6,11.3,6.985000000000001,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_240,-0.831,6,11.3,8.315000000000001,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_228,-0.831,6,11.3,7.0,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_242,-0.831,6,11.3,8.315000000000001,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_241,-0.831,6,11.3,8.315000000000001,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_219,-0.831,6,11.3,6.985000000000001,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_243,-0.831,6,11.3,8.315000000000001,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_252,-0.831,6,11.3,9.645,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_207,-0.831,6,11.3,5.655000000000001,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_255,-0.831,6,11.3,9.645,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_254,-0.831,6,11.3,9.645,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_158,-0.831,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_216,-0.831,6,11.3,6.985000000000001,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_181,-0.831,6,11.3,2.995000000000001,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_169,-0.831,6,11.3,1.6650000000000005,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_156,-0.831,6,11.3,1.1050000000000004,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_192,-0.831,6,11.3,4.325000000000001,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_183,-0.831,6,11.3,2.995000000000001,0.3,2.5201199999999986,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_194,-0.831,6,11.3,4.325000000000001,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_168,-0.831,6,11.3,1.6650000000000005,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_170,-0.831,6,11.3,1.6650000000000005,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_180,-0.831,6,11.3,2.995000000000001,0.3,-50.01069999999999,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_230,-0.831,6,11.3,7.0,0.3,-8.539000000000001,1.0,True,1.0,1.9949999999999999
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_229,-0.831,6,11.3,7.0,0.3,-23.74529,1.0,True,1.0,1.9949999999999999
