name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WAW_efficiency
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_0,-2.826,6,11.3,-0.9949999999999997,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_1,-2.826,6,11.3,-0.9949999999999997,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_2,-2.826,6,11.3,-0.9949999999999997,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_3,-2.826,6,11.3,-0.9949999999999997,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_4,-2.826,6,11.3,-0.9949999999999997,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_5,-2.826,6,11.3,-0.9949999999999997,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_6,-2.826,6,11.3,-0.9949999999999997,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_7,-2.826,6,11.3,-0.9949999999999997,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_8,-2.826,6,11.3,-0.9949999999999997,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_9,-2.826,6,11.3,-0.9949999999999997,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_10,-2.826,6,11.3,-0.9949999999999997,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_11,-2.826,6,11.3,-0.9949999999999997,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_12,-2.826,6,11.3,0.3350000000000004,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_13,-2.826,6,11.3,0.3350000000000004,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_14,-2.826,6,11.3,0.3350000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_15,-2.826,6,11.3,0.3350000000000004,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_16,-2.826,6,11.3,0.3350000000000004,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_17,-2.826,6,11.3,0.3350000000000004,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_18,-2.826,6,11.3,0.3350000000000004,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_19,-2.826,6,11.3,0.3350000000000004,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_20,-2.826,6,11.3,0.3350000000000004,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_21,-2.826,6,11.3,0.3350000000000004,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_22,-2.826,6,11.3,0.3350000000000004,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_23,-2.826,6,11.3,0.3350000000000004,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_24,-2.826,6,11.3,1.1050000000000004,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_25,-2.826,6,11.3,1.1050000000000004,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_26,-2.826,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_27,-2.826,6,11.3,1.1050000000000004,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_28,-2.826,6,11.3,1.1050000000000004,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_29,-2.826,6,11.3,1.1050000000000004,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_30,-2.826,6,11.3,1.1050000000000004,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_31,-2.826,6,11.3,1.1050000000000004,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_32,-2.826,6,11.3,1.1050000000000004,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_33,-2.826,6,11.3,1.1050000000000004,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_34,-2.826,6,11.3,1.1050000000000004,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_35,-2.826,6,11.3,1.1050000000000004,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_36,-2.826,6,11.3,1.6650000000000005,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_37,-2.826,6,11.3,1.6650000000000005,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_38,-2.826,6,11.3,1.6650000000000005,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_39,-2.826,6,11.3,1.6650000000000005,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_40,-2.826,6,11.3,1.6650000000000005,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_41,-2.826,6,11.3,1.6650000000000005,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_42,-2.826,6,11.3,1.6650000000000005,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_43,-2.826,6,11.3,1.6650000000000005,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_44,-2.826,6,11.3,1.6650000000000005,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_45,-2.826,6,11.3,1.6650000000000005,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_46,-2.826,6,11.3,1.6650000000000005,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_47,-2.826,6,11.3,1.6650000000000005,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_48,-2.826,6,11.3,2.9950000000000006,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_49,-2.826,6,11.3,2.9950000000000006,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_50,-2.826,6,11.3,2.9950000000000006,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_51,-2.826,6,11.3,2.9950000000000006,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_52,-2.826,6,11.3,2.9950000000000006,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_53,-2.826,6,11.3,2.9950000000000006,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_54,-2.826,6,11.3,2.9950000000000006,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_55,-2.826,6,11.3,2.9950000000000006,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_56,-2.826,6,11.3,2.9950000000000006,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_57,-2.826,6,11.3,2.9950000000000006,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_58,-2.826,6,11.3,2.9950000000000006,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_59,-2.826,6,11.3,2.9950000000000006,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_60,-2.826,6,11.3,4.325000000000001,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_61,-2.826,6,11.3,4.325000000000001,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_62,-2.826,6,11.3,4.325000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_63,-2.826,6,11.3,4.325000000000001,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_64,-2.826,6,11.3,4.325000000000001,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_65,-2.826,6,11.3,4.325000000000001,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_66,-2.826,6,11.3,4.325000000000001,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_67,-2.826,6,11.3,4.325000000000001,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_68,-2.826,6,11.3,4.325000000000001,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_69,-2.826,6,11.3,4.325000000000001,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_70,-2.826,6,11.3,4.325000000000001,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_71,-2.826,6,11.3,4.325000000000001,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_72,-2.826,6,11.3,5.655000000000001,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_73,-2.826,6,11.3,5.655000000000001,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_74,-2.826,6,11.3,5.655000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_75,-2.826,6,11.3,5.655000000000001,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_76,-2.826,6,11.3,5.655000000000001,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_77,-2.826,6,11.3,5.655000000000001,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_78,-2.826,6,11.3,5.655000000000001,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_79,-2.826,6,11.3,5.655000000000001,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_80,-2.826,6,11.3,5.655000000000001,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_81,-2.826,6,11.3,5.655000000000001,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_82,-2.826,6,11.3,5.655000000000001,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_83,-2.826,6,11.3,5.655000000000001,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_84,-2.826,6,11.3,6.985000000000001,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_85,-2.826,6,11.3,6.985000000000001,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_86,-2.826,6,11.3,6.985000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_87,-2.826,6,11.3,6.985000000000001,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_88,-2.826,6,11.3,6.985000000000001,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_89,-2.826,6,11.3,6.985000000000001,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_90,-2.826,6,11.3,6.985000000000001,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_91,-2.826,6,11.3,6.985000000000001,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_92,-2.826,6,11.3,6.985000000000001,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_93,-2.826,6,11.3,6.985000000000001,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_94,-2.826,6,11.3,6.985000000000001,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_95,-2.826,6,11.3,6.985000000000001,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_96,-2.826,6,11.3,7.0,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_97,-2.826,6,11.3,7.0,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_98,-2.826,6,11.3,7.0,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_99,-2.826,6,11.3,7.0,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_100,-2.826,6,11.3,7.0,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_101,-2.826,6,11.3,7.0,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_102,-2.826,6,11.3,7.0,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_103,-2.826,6,11.3,7.0,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_104,-2.826,6,11.3,7.0,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_105,-2.826,6,11.3,7.0,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_106,-2.826,6,11.3,7.0,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_107,-2.826,6,11.3,7.0,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_108,-2.826,6,11.3,8.315000000000001,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_109,-2.826,6,11.3,8.315000000000001,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_110,-2.826,6,11.3,8.315000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_111,-2.826,6,11.3,8.315000000000001,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_112,-2.826,6,11.3,8.315000000000001,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_113,-2.826,6,11.3,8.315000000000001,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_114,-2.826,6,11.3,8.315000000000001,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_115,-2.826,6,11.3,8.315000000000001,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_116,-2.826,6,11.3,8.315000000000001,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_117,-2.826,6,11.3,8.315000000000001,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_118,-2.826,6,11.3,8.315000000000001,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_119,-2.826,6,11.3,8.315000000000001,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_120,-2.826,6,11.3,9.645000000000001,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_121,-2.826,6,11.3,9.645000000000001,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_122,-2.826,6,11.3,9.645000000000001,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_123,-2.826,6,11.3,9.645000000000001,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_124,-2.826,6,11.3,9.645000000000001,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_125,-2.826,6,11.3,9.645000000000001,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_126,-2.826,6,11.3,9.645000000000001,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_127,-2.826,6,11.3,9.645000000000001,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_128,-2.826,6,11.3,9.645000000000001,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_129,-2.826,6,11.3,9.645000000000001,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_130,-2.826,6,11.3,9.645000000000001,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_131,-2.826,6,11.3,9.645000000000001,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_132,-0.831,6,11.3,-0.9949999999999997,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_133,-0.831,6,11.3,-0.9949999999999997,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_134,-0.831,6,11.3,-0.9949999999999997,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_135,-0.831,6,11.3,-0.9949999999999997,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_136,-0.831,6,11.3,-0.9949999999999997,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_137,-0.831,6,11.3,-0.9949999999999997,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_138,-0.831,6,11.3,-0.9949999999999997,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_139,-0.831,6,11.3,-0.9949999999999997,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_140,-0.831,6,11.3,-0.9949999999999997,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_141,-0.831,6,11.3,-0.9949999999999997,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_142,-0.831,6,11.3,-0.9949999999999997,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_143,-0.831,6,11.3,-0.9949999999999997,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_144,-0.831,6,11.3,0.3350000000000004,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_145,-0.831,6,11.3,0.3350000000000004,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_146,-0.831,6,11.3,0.3350000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_147,-0.831,6,11.3,0.3350000000000004,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_148,-0.831,6,11.3,0.3350000000000004,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_149,-0.831,6,11.3,0.3350000000000004,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_150,-0.831,6,11.3,0.3350000000000004,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_151,-0.831,6,11.3,0.3350000000000004,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_152,-0.831,6,11.3,0.3350000000000004,0.3,129.7,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_153,-0.831,6,11.3,0.3350000000000004,0.3,133.84716999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_154,-0.831,6,11.3,0.3350000000000004,0.3,160.11257999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_155,-0.831,6,11.3,0.3350000000000004,0.3,186.37798999999998,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_156,-0.831,6,11.3,1.1050000000000004,0.3,-50.01069999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_157,-0.831,6,11.3,1.1050000000000004,0.3,-23.745289999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_158,-0.831,6,11.3,1.1050000000000004,0.3,-8.539000000000001,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_159,-0.831,6,11.3,1.1050000000000004,0.3,2.5201199999999986,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_160,-0.831,6,11.3,1.1050000000000004,0.3,28.785529999999987,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_161,-0.831,6,11.3,1.1050000000000004,0.3,55.05093999999999,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_162,-0.831,6,11.3,1.1050000000000004,0.3,81.31635,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_163,-0.831,6,11.3,1.1050000000000004,0.3,107.58175999999997,1.0000000000,true,1.0000000000
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_164,-0.831,6,11.3,1.1050000000000004,0.3,129.7,1.0000000000,true,1.0000000000
