name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WAW_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_132__to__POZ_cand_372__to__WAW_cand_302,0.324,6,11.3,1.6650000000000005,0.3,-8.539000000000001,1.0,True,1.0,0.8399999999999999,2.0
