name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,WRO_efficiency,min_distance_to_false,efficiency_sum
RZE__to__KAT_cand_2309__to__POZ_cand_2469__to__WRO_cand_79,0.6827999999999997,6,11.3,1.915,0.3,9.110000000000005,1.0,True,1.0,0.2724000000000001,2.0
