name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,RZE_efficiency,IEG_efficiency
RZE_cand_111_cand_108,0.27999999999999997,6,11.3,2.0479999999999996,0.3,3.084,1.0000000000,true,1.0000000000,0.5538261997
RZE_cand_111_cand_109,0.27999999999999997,6,11.3,2.0479999999999996,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.5212481880
RZE_cand_111_cand_110,0.27999999999999997,6,11.3,2.0479999999999996,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.4922899553
RZE_cand_111_cand_111,0.27999999999999997,6,11.3,2.0479999999999996,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.4663799577
RZE_cand_111_cand_112,0.27999999999999997,6,11.3,2.0479999999999996,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.4430609598
RZE_cand_111_cand_113,0.27999999999999997,6,11.3,2.0479999999999996,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.4219628188
RZE_cand_111_cand_114,0.27999999999999997,6,11.3,2.1979999999999995,0.3,3.084,1.0000000000,true,1.0000000000,0.5538261997
RZE_cand_111_cand_115,0.27999999999999997,6,11.3,2.1979999999999995,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.5212481880
RZE_cand_111_cand_116,0.27999999999999997,6,11.3,2.1979999999999995,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.4922899553
RZE_cand_111_cand_117,0.27999999999999997,6,11.3,2.1979999999999995,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.4663799577
RZE_cand_111_cand_118,0.27999999999999997,6,11.3,2.1979999999999995,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.4430609598
RZE_cand_111_cand_119,0.27999999999999997,6,11.3,2.1979999999999995,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.4219628188
RZE_cand_111_cand_120,0.32999999999999996,6,11.3,1.7479999999999998,0.3,3.084,1.0000000000,true,1.0000000000,0.6527237354
RZE_cand_111_cand_121,0.32999999999999996,6,11.3,1.7479999999999998,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.6143282216
RZE_cand_111_cand_122,0.32999999999999996,6,11.3,1.7479999999999998,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.5801988759
